ID	Symbol	Chromosome	Start	End	CPCG0268	CPCG0366	CPCG0255	CPCG0258	CPCG0324	CPCG0246	CPCG0342	CPCG0336	CPCG0339	CPCG0331	CPCG0346	CPCG0365	CPCG0345
NM_173651	FSIP2	2	186603354	186698016	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018471	ZC3H15	2	187350884	187374087	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144999;NM_001145000	ITGAV	2	187454789	187545628	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_177454	FAM171B	2	187558788	187628512	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_182521	ZSWIM2	2	187692206	187713897	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271751	CALCRL	2	188206689	188313021	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006287	TFPI	2	188328957	188419219	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016315	GULP1	2	189156395	189460652	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_030287	MIR561	2	189162218	189162315	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_052952	DIRC1	2	189598464	189654831	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000090	COL3A1	2	189839098	189877472	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_031647	MIR1245A	2	189842817	189842886	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_039947	MIR1245B	2	189842819	189842887	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037401	MIR3606	2	189860355	189860418	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000393	COL5A2	2	189896640	190044605	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036076	MIR3129	2	189997761	189997837	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032168	WDR75	2	190306158	190340264	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014585	SLC40A1	2	190425315	190445537	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_019048	ASNSD1	2	190526124	190535557	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_144708	ANKAR	2	190540710	190611376	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022353	OSGEPL1	2	190611385	190627924	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016467	ORMDL1	2	190634992	190649097	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000534	PMS1	2	190648810	190742355	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005259	MSTN	2	190920425	190927455	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042519;NM_001042520;NM_001042521	C2orf88	2	191002485	191068210	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014362	HIBCH	2	191069359	191184771	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001128928	INPP1	2	191208195	191236391	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_017694	MFSD6	2	191273080	191367041	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142645	TMEM194B	2	191371618	191399468	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005966	NAB1	2	191513847	191557492	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014905	GLS	2	191745546	191830270	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_139266;NM_007315	STAT1	2	191833761	191878976	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003151;NM_001243835	STAT4	2	191894301	192016322	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130158	MYO1B	2	192110106	192290115	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001031716;NM_001254736	NABP1	2	192542797	192553248	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004657	SDPR	2	192699031	192712006	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016192	TMEFF2	2	192814746	193059644	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_002769	PCGEM1	2	193614570	193641625	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127257	SLC39A10	2	196521531	196602426	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018897	DNAH7	2	196602426	196933536	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004226	STK17B	2	196998306	197036336	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020760	HECW2	2	197063976	197457335	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080539	CCDC150	2	197504355	197597530	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_034036	LOC100130452	2	197565358	197577736	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012086	GTF3C3	2	197627755	197664492	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_213608	C2orf66	2	197669138	197675000	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024989	PGAP1	2	197697727	197791454	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153697;NM_001195144	ANKRD44	2	197851385	198175521	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012433	SF3B1	2	198256697	198299771	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_025147	COQ10B	2	198318230	198339851	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002156;NM_199440	HSPD1	2	198351307	198364998	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002157	HSPE1	2	198364720	198368187	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001202485	HSPE1-MOB4	2	198364720	198418423	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204094;NM_001100819;NM_199482	MOB4	2	198380294	198418423	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_144629	RFTN2	2	198435526	198540584	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_138395	MARS2	2	198570027	198573114	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_033030;NM_197970	BOLL	2	198591602	198650938	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006226	PLCL1	2	198669425	199014608	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172517;NM_015265	SATB2	2	200134222	200335989	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026830	SATB2-AS1	2	200332820	200337481	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_034096	FONG	2	200625258	200715896	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153689	C2orf69	2	200775978	200792996	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039693	TYW5	2	200793633	200820459	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024520	C2orf47	2	200820039	200828847	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001100422;NM_015535	SPATS2L	2	201170603	201346986	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152387	KCTD18	2	201353683	201374792	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001160033	SGOL2	2	201390864	201448818	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001159	AOX1	2	201450730	201536217	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_001557	AOX2P	2	201560445	201658941	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037886	LOC100507140	2	201577027	201599900	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001207067	BZW1	2	201676268	201688569	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004071	CLK1	2	201717731	201729467	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_130906	PPIL3	2	201735678	201753849	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142356;NM_001136039	NIF3L1	2	201754049	201768655	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_033915	ORC2	2	201774893	201828424	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_173822	FAM126B	2	201838440	201936392	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002491	NDUFB3	2	201936461	201950473	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127184;NM_001202517	CFLAR	2	201980876	202037411	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_040030	CFLAR-AS1	2	202005011	202022515	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001206542	CASP10	2	202047620	202094129	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080124	CASP8	2	202098165	202152434	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127391	ALS2CR12	2	202153146	202222101	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015049	TRAK2	2	202241929	202316319	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001206864	STRADB	2	202316391	202345574	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168216	ALS2CR11	2	202352143	202483905	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152388;NM_001044385	TMEM237	2	202484906	202508252	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_033066	MPP4	2	202509596	202563417	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135745;NM_020919	ALS2	2	202564985	202645895	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001261436;NM_139158	CDK15	2	202671151	202760273	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003507	FZD7	2	202899309	202903160	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003352	SUMO1	2	203070902	203103322	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015934	NOP58	2	203130514	203168384	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003058	SNORD70	2	203141153	203141241	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003694	SNORD11B	2	203156039	203156151	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003031	SNORD11	2	203157773	203157857	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204	BMPR2	2	203241049	203432474	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_173511	FAM117B	2	203499900	203634480	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_138468	ICA1L	2	203637872	203736371	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018256	WDR12	2	203745322	203776949	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104586	ALS2CR8	2	203776977	203851060	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001114132	NBEAL1	2	203879601	204082717	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_177538	CYP20A1	2	204103163	204170563	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005759	ABI2	2	204193002	204296892	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_213589	RAPH1	2	204298538	204400058	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006139	CD28	2	204571197	204603636	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005214	CTLA4	2	204732510	204738683	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012092	ICOS	2	204801470	204826298	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_057177	PARD3B	2	205410515	206484886	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_201267;NM_003872	NRP2	2	206547223	206662857	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_017759	INO80D	2	206858444	206950906	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_033248	GCSHP3	2	206980296	206981296	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001199981	NDUFS1	2	206987802	207024243	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_021121	EEF1B2	2	207024317	207027653	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_002589	SNORD51	2	207026604	207026674	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_002590	SNORA41	2	207026951	207027083	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001261455;NM_001261453	GPR1	2	207040041	207082771	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_020923	ZDBF2	2	207139522	207179148	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003812	ADAM23	2	207308367	207482679	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001102659	LOC200726	2	207507141	207514173	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001093730	DYTN	2	207516344	207583120	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039845	MDH1B	2	207602488	207630050	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136193	FASTKD2	2	207630111	207660911	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036078	MIR3130-2	2	207647957	207648032	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036077	MIR3130-1	2	207647957	207648032	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_173077	CPO	2	207804277	207834198	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270942;NM_001270943	KLF7	2	207938861	208031970	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036227	MIR2355	2	207974710	207974797	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004379	CREB1	2	208394615	208470284	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127395	METTL21A	2	208473838	208489973	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142300	CCNYL1	2	208576263	208620896	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_039934	MIR4775	2	208619530	208619605	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003468	FZD5	2	208627309	208634143	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080475	PLEKHM3	2	208686011	208890284	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_038437	LOC100507443	2	208983852	209021486	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006891	CRYGD	2	208986330	208989313	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020989	CRYGC	2	208992860	208994554	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005210	CRYGB	2	209007296	209010877	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014617	CRYGA	2	209025463	209028297	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099334	C2orf80	2	209030070	209054773	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005896	IDH1	2	209100952	209119806	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_046452	IDH1-AS1	2	209119956	209120918	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015040	PIKFYVE	2	209130990	209223475	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005048	PTH2R	2	209271555	209359231	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_031845;NM_001039538	MAP2	2	210288770	210598834	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032504	UNC80	2	210636716	210864024	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_199229;NM_006916	RPE	2	210867351	210886291	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152519	KANSL1L	2	210885434	211036051	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001608	ACADL	2	211052715	211090215	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_079420	MYL1	2	211154867	211179895	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006055;NM_001136575	LANCL1	2	211295972	211341499	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001122633	CPS1	2	211342405	211543831	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_002763	CPS1-IT1	2	211482294	211484599	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005235	ERBB4	2	212240441	213403352	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_031643	MIR548F2	2	213290986	213291084	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_039936	MIR4776-2	2	213790980	213791060	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_039935	MIR4776-1	2	213790980	213791060	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_016260;NM_001079526	IKZF2	2	213864410	214016333	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001242575	LOC100130451	2	214141276	214148929	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_024532	SPAG16	2	214149102	215275225	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001080500	VWC2L	2	215276460	215440653	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_047698	VWC2L-IT1	2	215374905	215401613	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000465	BARD1	2	215593274	215674428	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_173076	ABCA12	2	215796265	216003151	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004044	ATIC	2	216176678	216214496	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_212478	FN1	2	216225178	216300791	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037195	LINC00607	2	216476285	216708259	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018000	MREG	2	216807313	216878346	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_018441	PECR	2	216903110	216946539	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142310	TMEM169	2	216946588	216967506	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_021141	XRCC5	2	216974019	217071016	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037701	PKI55	2	217081611	217084915	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020814	MARCH4	2	217122584	217236750	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014140	SMARCAL1	2	217277136	217347774	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000998	RPL37A	2	217363519	217366188	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000597	IGFBP2	2	217498126	217529158	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000599	IGFBP5	2	217536827	217560272	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003284	TNP1	2	217724181	217724782	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026597	DIRC3	2	218148745	218621316	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022648	TNS1	2	218664511	218808796	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_198483;NR_034176	RUFY4	2	218899656	218955304	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_002712	CXCR2P1	2	218923877	218926013	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001557;NM_001168298	CXCR2	2	218990012	219001976	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000634	CXCR1	2	219027567	219031716	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152862	ARPC2	2	219081873	219119071	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077194	GPBAR1	2	219125737	219128582	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001087	AAMP	2	219128851	219134893	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015488	PNKD	2	219135114	219211516	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022152	TMBIM1	2	219138916	219157280	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_198559	C2orf62	2	219221578	219232817	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000578	SLC11A1	2	219246751	219261617	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_021198;NM_001206878	CTDSP1	2	219263060	219270664	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029500	MIR26B	2	219267368	219267445	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_007127	VIL1	2	219283837	219314248	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020935	USP37	2	219314973	219433084	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271635;NM_001271634	RQCD1	2	219433302	219461158	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_032726	PLCD4	2	219472487	219501909	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105537	ZNF142	2	219502639	219524261	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001257342	BCS1L	2	219524378	219528166	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022453	RNF25	2	219528586	219536781	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015690	STK36	2	219536748	219567440	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014640	TTLL4	2	219575567	219620138	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000784	CYP27A1	2	219646471	219680016	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_017431	PRKAG3	2	219687105	219696512	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006522	WNT6	2	219724545	219738954	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_025216	WNT10A	2	219745254	219758651	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003936	CDK5R2	2	219824349	219826877	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024385	LINC00608	2	219841005	219842644	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_017521	FEV	2	219845808	219850379	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_057094	CRYBA2	2	219854911	219858127	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029867	MIR375	2	219866366	219866430	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_046086	LOC100129175	2	219866936	219880444	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_194302	CCDC108	2	219867575	219906245	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002181	IHH	2	219919141	219925238	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036081	MIR3131	2	219923409	219923472	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024782	NHEJ1	2	219940045	220025587	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_144712	SLC23A3	2	220026180	220034817	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015680	CNPPD1	2	220036618	220041702	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024293	FAM134A	2	220042938	220050197	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270999	ZFAND2B	2	220071505	220074373	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005689	ABCB6	2	220074487	220083712	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001077198	ATG9A	2	220084101	220094361	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042410;NM_018089	ANKZF1	2	220094478	220101391	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024506	GLB1L	2	220101502	220110131	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_026909;NM_001008910	STK16	2	220110191	220115059	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006000	TUBA4A	2	220115000	220118638	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003063	TUBA4B	2	220117964	220136910	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_006736	DNAJB2	2	220144039	220151622	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002846	PTPRN	2	220154344	220174295	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029688	MIR153-1	2	220158832	220158922	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001007089	RESP18	2	220192130	220197899	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012100	DNPEP	2	220238179	220252662	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001927	DES	2	220283098	220291461	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005876	SPEG	2	220299699	220358354	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_013335	GMPPA	2	220363586	220371718	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_182847	ASIC4	2	220378891	220403494	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195731;NM_024536	CHPF	2	220403668	220408487	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005209	TMEM198	2	220408744	220415317	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036082	MIR3132	2	220413794	220413869	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001173408;NM_001173431;NM_015311	OBSL1	2	220415449	220436268	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002191	INHA	2	220436953	220440435	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_052902	STK11IP	2	220462595	220481173	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005070	SLC4A3	2	220492291	220506702	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036228	MIR4268	2	220771222	220771286	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004438	EPHA4	2	222282746	222437010	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127366	PAX3	2	223064605	223163715	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_153038	CCDC140	2	223162865	223169936	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152386	SGPP2	2	223289321	223423617	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005687	FARSB	2	223436161	223520827	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_058165	MOGAT1	2	223536456	223574649	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004457	ACSL3	2	223725731	223808119	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_080671	KCNE4	2	223916647	223920357	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003469	SCG2	2	224461657	224467217	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039569	AP1S3	2	224620046	224702319	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020830	WDFY1	2	224740064	224810052	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022915	MRPL44	2	224822120	224832431	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136530;NM_001136528	SERPINE2	2	224839764	224904036	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001122779	FAM124B	2	225243414	225266711	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003590	CUL3	2	225334866	225450114	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_014689	DOCK10	2	225629806	225907330	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_039641	MIR4439	2	225875177	225875257	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020864	NYAP2	2	226265601	226518734	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_049839	MIR548AR	2	226628160	226628181	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_046102	LOC646736	2	227007509	227044778	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_049887	MIR5702	2	227523425	227523509	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005544	IRS1	2	227596032	227663506	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167608	RHBDD1	2	227700670	227863923	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000092	COL4A4	2	227867426	228029275	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_000091	COL4A3	2	228029280	228179508	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020194	MFF	2	228192227	228222549	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_024795	TM4SF20	2	228226873	228244022	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_049888	MIR5703	2	228336847	228336903	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135187	AGFG1	2	228336887	228425938	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020161	C2orf83	2	228474805	228498036	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_025243	SLC19A3	2	228549925	228582745	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130046	CCL20	2	228678557	228682280	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_178821	WDR69	2	228736326	228789026	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142644	SPHKAP	2	228844669	229046361	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001100818	PID1	2	229888688	230136057	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_139072	DNER	2	230222344	230579286	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004238	TRIP12	2	230631929	230786655	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_174899	FBXO36	2	230787206	230877825	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152527	SLC16A14	2	230899689	230933715	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001185015;NM_004509	SP110	2	231033644	231090444	0	0	0	0	0	0	0	0	0	0	0	0	0
