chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour
chr14	35880000	35900000	chr14	36590000	36620000	13278	13284	13278_13284	0	1	FALSE
chr14	37910000	37920000	chr14	39010000	39030000	13295	13300	13295_13300	0	1	FALSE
chr1	208640000	208660000	chr1	209230000	209250000	1329	1331	1329_1331	4	1	TRUE
chr1	208640000	208660000	chr1	209340000	209360000	1329	1332	1329_1332	0	1	FALSE
chr1	208640000	208660000	chr1	209430000	209450000	1329	1333	1329_1333	0	1	FALSE
chr1	208640000	208660000	chr1	209550000	209590000	1329	1335	1329_1335	0	1	FALSE
chr14	39100000	39110000	chr14	39420000	39430000	13301	13302	13301_13302	0	1	FALSE
chr14	39970000	39980000	chr14	41570000	41580000	13303	13307	13303_13307	0	1	FALSE
chr14	44150000	44160000	chr14	44600000	44610000	13309	13310	13309_13310	0	1	FALSE
chr1	209190000	209220000	chr1	209340000	209360000	1330	1332	1330_1332	0	1	FALSE
chr14	44970000	44980000	chr14	45240000	45270000	13312	13314	13312_13314	0	1	FALSE
chr14	45110000	45130000	chr14	45240000	45270000	13313	13314	13313_13314	0	1	FALSE
chr14	49850000	49890000	chr14	50020000	50030000	13317	13318	13317_13318	1	1	FALSE
chr14	49850000	49890000	chr14	50520000	50550000	13317	13321	13317_13321	0	1	FALSE
chr14	51300000	51310000	chr14	51680000	51690000	13327	13329	13327_13329	0	1	FALSE
chr14	53950000	53960000	chr14	54330000	54360000	13345	13348	13345_13348	0	1	FALSE
chr14	55400000	55470000	chr14	55690000	55740000	13356	13357	13356_13357	0	1	FALSE
chr14	56640000	56670000	chr14	57050000	57060000	13364	13366	13364_13366	0	1	FALSE
chr14	57670000	57680000	chr14	58070000	58080000	13371	13374	13371_13374	0	1	FALSE
chr14	58480000	58520000	chr14	59100000	59140000	13375	13379	13375_13379	2	1	FALSE
chr14	60320000	60330000	chr14	61230000	61280000	13391	13404	13391_13404	0	1	FALSE
chr14	60500000	60530000	chr14	61210000	61220000	13394	13403	13394_13403	0	1	FALSE
chr14	60610000	60660000	chr14	61090000	61100000	13397	13401	13397_13401	0	1	FALSE
chr14	61440000	61500000	chr14	61550000	61560000	13406	13408	13406_13408	0	1	FALSE
chr14	61440000	61500000	chr14	61760000	61770000	13406	13411	13406_13411	0	1	FALSE
chr14	62140000	62190000	chr14	63080000	63090000	13416	13422	13416_13422	0	1	FALSE
chr14	62450000	62460000	chr14	62850000	62860000	13418	13419	13418_13419	0	1	FALSE
chr14	63530000	63560000	chr14	64290000	64320000	13429	13437	13429_13437	0	1	FALSE
chr14	63980000	64040000	chr14	64210000	64220000	13433	13435	13433_13435	0	1	FALSE
chr14	64510000	64520000	chr14	64630000	64640000	13441	13442	13441_13442	0	1	FALSE
chr14	64810000	64830000	chr14	64970000	65010000	13445	13447	13445_13447	1	2	FALSE
chr14	64970000	65010000	chr14	65810000	65840000	13447	13456	13447_13456	0	1	FALSE
chr14	64970000	65010000	chr14	65940000	65980000	13447	13457	13447_13457	0	1	FALSE
chr14	65150000	65190000	chr14	65630000	65640000	13448	13455	13448_13455	0	1	FALSE
chr14	65150000	65190000	chr14	66060000	66070000	13448	13458	13448_13458	0	1	FALSE
chr14	65200000	65210000	chr14	65370000	65450000	13449	13453	13449_13453	0	1	FALSE
chr14	65280000	65290000	chr14	65810000	65840000	13451	13456	13451_13456	0	1	FALSE
chr14	66480000	66500000	chr14	67360000	67370000	13461	13472	13461_13472	0	1	FALSE
chr14	67880000	67950000	chr14	68130000	68160000	13481	13484	13481_13484	0	1	FALSE
chr14	67880000	67950000	chr14	68530000	68550000	13481	13491	13481_13491	0	1	FALSE
chr14	67880000	67950000	chr14	68580000	68600000	13481	13492	13481_13492	0	1	FALSE
chr14	68230000	68270000	chr14	68580000	68600000	13485	13492	13485_13492	0	1	FALSE
chr14	68360000	68380000	chr14	68780000	68850000	13488	13495	13488_13495	1	1	FALSE
chr14	68620000	68630000	chr14	68780000	68850000	13493	13495	13493_13495	0	1	FALSE
chr14	69790000	69840000	chr14	70550000	70570000	13502	13508	13502_13508	0	1	FALSE
chr14	69790000	69840000	chr14	70710000	70730000	13502	13511	13502_13511	0	1	FALSE
chr14	69850000	69860000	chr14	70300000	70340000	13503	13507	13503_13507	0	1	FALSE
chr14	70600000	70630000	chr14	70960000	70990000	13509	13513	13509_13513	0	1	FALSE
chr1	211650000	211710000	chr1	212280000	212320000	1351	1356	1351_1356	1	1	FALSE
chr14	73720000	73740000	chr14	73920000	73930000	13529	13532	13529_13532	0	1	FALSE
chr14	74350000	74360000	chr14	74470000	74480000	13536	13537	13536_13537	0	2	FALSE
chr14	77450000	77460000	chr14	77550000	77560000	13559	13560	13559_13560	0	1	FALSE
chr14	78930000	78990000	chr14	80030000	80040000	13574	13579	13574_13579	0	1	FALSE
chr14	79790000	79800000	chr14	80830000	80870000	13578	13586	13578_13586	0	1	FALSE
chr14	80050000	80080000	chr14	80620000	80630000	13580	13585	13580_13585	0	1	FALSE
chr14	80360000	80370000	chr14	80830000	80870000	13582	13586	13582_13586	0	1	FALSE
chr14	80960000	81010000	chr14	81440000	81470000	13587	13590	13587_13590	0	1	FALSE
chr14	83510000	83520000	chr14	84910000	84920000	13593	13594	13593_13594	0	1	FALSE
chr14	85200000	85210000	chr14	85520000	85530000	13595	13596	13595_13596	0	1	FALSE
chr14	87940000	87950000	chr14	88160000	88180000	13599	13601	13599_13601	0	1	FALSE
chr1	212440000	212490000	chr1	212980000	213010000	1359	1365	1359_1365	0	1	FALSE
chr1	15780000	15820000	chr1	16210000	16240000	135	139	135_139	0	1	FALSE
chr14	88010000	88020000	chr14	88550000	88560000	13600	13605	13600_13605	0	1	FALSE
chr14	89020000	89060000	chr14	89760000	89770000	13608	13618	13608_13618	0	1	FALSE
chr14	89210000	89240000	chr14	89900000	89930000	13610	13619	13610_13619	0	1	FALSE
chr14	89270000	89300000	chr14	89900000	89930000	13612	13619	13612_13619	1	1	FALSE
chr14	89320000	89330000	chr14	89900000	89930000	13613	13619	13613_13619	0	1	FALSE
chr14	89410000	89440000	chr14	89900000	89930000	13614	13619	13614_13619	3	1	TRUE
chr14	89450000	89460000	chr14	89900000	89930000	13615	13619	13615_13619	0	1	FALSE
chr14	90280000	90310000	chr14	90760000	90790000	13622	13627	13622_13627	3	1	TRUE
chr14	90390000	90410000	chr14	90680000	90710000	13623	13624	13623_13624	5	1	TRUE
chr14	92110000	92160000	chr14	92780000	92790000	13636	13641	13636_13641	0	1	FALSE
chr14	92840000	92850000	chr14	93120000	93160000	13643	13647	13643_13647	0	1	FALSE
chr14	92870000	92890000	chr14	93120000	93160000	13644	13647	13644_13647	0	2	FALSE
chr14	93220000	93240000	chr14	93610000	93620000	13648	13651	13648_13651	0	1	FALSE
chr14	93300000	93310000	chr14	93890000	93920000	13649	13653	13649_13653	0	1	FALSE
chr14	94660000	94670000	chr14	95510000	95530000	13659	13668	13659_13668	0	1	FALSE
chr14	94990000	95000000	chr14	95400000	95450000	13662	13667	13662_13667	0	1	FALSE
chr14	95400000	95450000	chr14	96250000	96280000	13667	13676	13667_13676	0	1	FALSE
chr14	95550000	95590000	chr14	96420000	96430000	13669	13678	13669_13678	1	2	FALSE
chr1	213210000	213220000	chr1	214110000	214140000	1366	1374	1366_1374	0	1	FALSE
chr14	96090000	96120000	chr14	96420000	96430000	13674	13678	13674_13678	1	3	TRUE
chr14	97830000	97840000	chr14	99210000	99290000	13684	13694	13684_13694	0	1	FALSE
chr14	98230000	98240000	chr14	99210000	99290000	13687	13694	13687_13694	0	1	FALSE
chr14	98440000	98450000	chr14	99210000	99290000	13689	13694	13689_13694	0	1	FALSE
chr1	213300000	213310000	chr1	214110000	214140000	1368	1374	1368_1374	0	1	FALSE
chr14	99500000	99530000	chr14	99880000	99900000	13696	13700	13696_13700	1	2	FALSE
chr14	99680000	99690000	chr14	99930000	99940000	13698	13701	13698_13701	0	1	FALSE
chr14	100070000	100080000	chr14	100170000	100200000	13703	13704	13703_13704	0	1	FALSE
chr14	100590000	100600000	chr14	101610000	101660000	13707	13717	13707_13717	0	1	FALSE
chr14	100770000	100790000	chr14	101570000	101580000	13711	13716	13711_13716	0	1	FALSE
chr14	100770000	100790000	chr14	101610000	101660000	13711	13717	13711_13717	0	1	FALSE
chr14	101230000	101250000	chr14	101610000	101660000	13714	13717	13714_13717	0	1	FALSE
chr14	101710000	101720000	chr14	101930000	101970000	13718	13721	13718_13721	0	1	FALSE
chr14	101930000	101970000	chr14	102080000	102090000	13721	13723	13721_13723	0	1	FALSE
chr14	102220000	102240000	chr14	102300000	102320000	13724	13725	13724_13725	1	1	FALSE
chr14	102420000	102440000	chr14	103280000	103320000	13726	13733	13726_13733	0	1	FALSE
chr14	102680000	102730000	chr14	103280000	103320000	13728	13733	13728_13733	1	1	FALSE
chr14	102760000	102770000	chr14	102910000	102930000	13729	13730	13729_13730	0	1	FALSE
chr14	102960000	102970000	chr14	103280000	103320000	13731	13733	13731_13733	0	1	FALSE
chr14	103070000	103110000	chr14	103520000	103530000	13732	13734	13732_13734	0	1	FALSE
chr14	104060000	104080000	chr14	104620000	104660000	13739	13744	13739_13744	0	1	FALSE
chr14	104110000	104160000	chr14	104430000	104440000	13740	13742	13740_13742	0	1	FALSE
chr14	104890000	104900000	chr14	105040000	105050000	13746	13747	13746_13747	0	1	FALSE
chr15	25490000	25530000	chr15	25700000	25730000	13752	13753	13752_13753	0	1	FALSE
chr15	25490000	25530000	chr15	26820000	26870000	13752	13760	13752_13760	0	2	FALSE
chr15	26430000	26440000	chr15	26820000	26870000	13759	13760	13759_13760	0	1	FALSE
chr15	26880000	26900000	chr15	28120000	28130000	13761	13768	13761_13768	0	1	FALSE
chr15	27010000	27030000	chr15	28010000	28020000	13762	13766	13762_13766	0	1	FALSE
chr15	29740000	29770000	chr15	30040000	30050000	13772	13774	13772_13774	0	1	FALSE
chr15	31120000	31140000	chr15	31470000	31500000	13777	13780	13777_13780	0	1	FALSE
chr15	32970000	33010000	chr15	33130000	33140000	13784	13786	13784_13786	0	1	FALSE
chr1	214320000	214370000	chr1	215510000	215530000	1378	1385	1378_1385	0	1	FALSE
chr15	34600000	34630000	chr15	34950000	34960000	13795	13799	13795_13799	0	1	FALSE
chr15	34680000	34690000	chr15	34910000	34930000	13796	13798	13796_13798	0	1	FALSE
chr15	35510000	35520000	chr15	36490000	36510000	13803	13806	13803_13806	0	1	FALSE
chr15	35750000	35760000	chr15	37090000	37140000	13805	13810	13805_13810	0	1	FALSE
chr15	36490000	36510000	chr15	36870000	36900000	13806	13809	13806_13809	0	1	FALSE
chr15	36870000	36900000	chr15	37880000	37910000	13809	13812	13809_13812	0	1	FALSE
chr15	37160000	37170000	chr15	37880000	37910000	13811	13812	13811_13812	0	1	FALSE
chr15	38550000	38560000	chr15	38670000	38690000	13817	13818	13817_13818	2	1	FALSE
chr15	38700000	38740000	chr15	39570000	39600000	13819	13822	13819_13822	0	1	FALSE
chr15	38700000	38740000	chr15	39670000	39690000	13819	13823	13819_13823	1	1	FALSE
chr15	38700000	38740000	chr15	39740000	39760000	13819	13824	13819_13824	4	2	TRUE
chr15	41020000	41040000	chr15	41170000	41200000	13832	13833	13832_13833	0	1	FALSE
chr15	41980000	42000000	chr15	42130000	42150000	13834	13836	13834_13836	1	1	FALSE
chr15	43880000	43920000	chr15	44480000	44490000	13841	13844	13841_13844	0	1	FALSE
chr15	49220000	49250000	chr15	50020000	50030000	13872	13874	13872_13874	0	1	FALSE
chr15	49220000	49250000	chr15	50060000	50080000	13872	13876	13872_13876	0	1	FALSE
chr15	49430000	49440000	chr15	50060000	50080000	13873	13876	13873_13876	0	1	FALSE
chr15	50130000	50170000	chr15	50310000	50320000	13877	13879	13877_13879	1	1	FALSE
chr15	50180000	50190000	chr15	50310000	50320000	13878	13879	13878_13879	0	1	FALSE
chr1	216740000	216760000	chr1	218150000	218160000	1387	1393	1387_1393	0	1	FALSE
chr15	52770000	52790000	chr15	53720000	53730000	13894	13896	13894_13896	0	1	FALSE
chr15	53960000	53980000	chr15	55100000	55120000	13897	13898	13897_13898	1	2	FALSE
chr1	16180000	16200000	chr1	16350000	16370000	138	140	138_140	0	1	FALSE
chr15	55640000	55660000	chr15	55820000	55860000	13903	13905	13903_13905	3	3	TRUE
chr15	56480000	56510000	chr15	56850000	56870000	13908	13910	13908_13910	0	3	TRUE
chr15	56480000	56510000	chr15	57230000	57250000	13908	13915	13908_13915	1	1	FALSE
chr15	56810000	56840000	chr15	57120000	57160000	13909	13913	13909_13913	0	1	FALSE
chr15	56850000	56870000	chr15	57280000	57310000	13910	13917	13910_13917	0	1	FALSE
chr15	56900000	56930000	chr15	57050000	57060000	13911	13912	13911_13912	0	1	FALSE
chr15	58200000	58270000	chr15	59230000	59250000	13926	13939	13926_13939	0	1	FALSE
chr15	58940000	58990000	chr15	59120000	59180000	13936	13938	13936_13938	1	2	FALSE
chr15	60340000	60370000	chr15	60470000	60480000	13947	13949	13947_13949	1	1	FALSE
chr1	218300000	218360000	chr1	219260000	219290000	1394	1402	1394_1402	1	1	FALSE
chr1	218300000	218360000	chr1	219300000	219310000	1394	1403	1394_1403	0	1	FALSE
chr1	218300000	218360000	chr1	219560000	219570000	1394	1406	1394_1406	0	1	FALSE
chr15	60550000	60570000	chr15	61820000	61880000	13951	13961	13951_13961	0	2	FALSE
chr15	60580000	60610000	chr15	61610000	61630000	13952	13960	13952_13960	0	1	FALSE
chr15	60900000	60930000	chr15	61820000	61880000	13953	13961	13953_13961	0	1	FALSE
chr15	61820000	61880000	chr15	62070000	62080000	13961	13962	13961_13962	0	1	FALSE
chr15	64170000	64230000	chr15	64330000	64340000	13985	13986	13985_13986	0	1	FALSE
chr15	65620000	65640000	chr15	65820000	65850000	13996	13999	13996_13999	3	2	TRUE
chr15	65620000	65640000	chr15	66270000	66320000	13996	14002	13996_14002	1	2	FALSE
chr1	2810000	2840000	chr1	3260000	3300000	13	20	13_20	0	1	FALSE
chr15	65880000	65920000	chr15	66510000	66520000	14000	14005	14000_14005	0	1	FALSE
chr15	66590000	66620000	chr15	66870000	66880000	14006	14010	14006_14010	0	1	FALSE
chr15	66920000	66970000	chr15	67810000	67840000	14011	14019	14011_14019	1	2	FALSE
chr15	66980000	66990000	chr15	68140000	68180000	14012	14023	14012_14023	0	1	FALSE
chr15	67500000	67530000	chr15	67810000	67840000	14016	14019	14016_14019	2	2	FALSE
chr15	68310000	68320000	chr15	68540000	68570000	14026	14028	14026_14028	0	1	FALSE
chr15	68690000	68700000	chr15	68850000	68900000	14030	14032	14030_14032	0	1	FALSE
chr15	69510000	69550000	chr15	70060000	70120000	14038	14043	14038_14043	1	1	FALSE
chr15	69560000	69600000	chr15	70320000	70370000	14039	14045	14039_14045	1	1	FALSE
chr15	69610000	69620000	chr15	70440000	70500000	14040	14046	14040_14046	0	1	FALSE
chr15	69690000	69710000	chr15	70440000	70500000	14041	14046	14041_14046	0	1	FALSE
chr15	71090000	71130000	chr15	71400000	71470000	14051	14053	14051_14053	2	3	TRUE
chr15	73300000	73310000	chr15	73690000	73720000	14068	14071	14068_14071	0	1	FALSE
chr15	74130000	74140000	chr15	74300000	74330000	14074	14075	14074_14075	0	1	FALSE
chr15	74360000	74390000	chr15	74750000	74790000	14076	14079	14076_14079	1	2	FALSE
chr15	76170000	76210000	chr15	76320000	76340000	14090	14093	14090_14093	4	1	TRUE
chr15	76250000	76270000	chr15	76830000	76880000	14092	14094	14092_14094	1	1	FALSE
chr15	78300000	78330000	chr15	78410000	78430000	14107	14108	14107_14108	3	2	TRUE
chr1	219840000	219850000	chr1	220120000	220130000	1410	1411	1410_1411	0	1	FALSE
chr15	79330000	79350000	chr15	79830000	79870000	14114	14119	14114_14119	0	1	FALSE
chr15	79330000	79350000	chr15	79980000	80010000	14114	14120	14114_14120	0	1	FALSE
chr15	79360000	79390000	chr15	80200000	80210000	14115	14123	14115_14123	0	1	FALSE
chr15	79400000	79410000	chr15	80160000	80190000	14116	14122	14116_14122	0	1	FALSE
chr15	80650000	80670000	chr15	80940000	80990000	14127	14129	14127_14129	0	2	FALSE
chr1	220190000	220210000	chr1	220650000	220660000	1412	1414	1412_1414	0	1	FALSE
chr15	81460000	81500000	chr15	82100000	82110000	14133	14138	14133_14138	0	1	FALSE
chr15	82600000	82610000	chr15	83520000	83530000	14140	14145	14140_14145	0	1	FALSE
chr15	83240000	83260000	chr15	84000000	84010000	14144	14147	14144_14147	0	1	FALSE
chr15	84950000	84960000	chr15	85050000	85060000	14152	14153	14152_14153	1	1	FALSE
chr15	85300000	85320000	chr15	85470000	85490000	14154	14156	14154_14156	1	1	FALSE
chr15	85850000	85890000	chr15	86200000	86210000	14160	14161	14160_14161	0	1	FALSE
chr15	88240000	88290000	chr15	88430000	88450000	14170	14171	14170_14171	0	1	FALSE
chr15	88650000	88690000	chr15	88990000	89000000	14175	14178	14175_14178	0	1	FALSE
chr1	220810000	220820000	chr1	221400000	221450000	1417	1421	1417_1421	0	1	FALSE
chr15	89650000	89660000	chr15	89870000	89910000	14185	14187	14185_14187	0	1	FALSE
chr15	89870000	89910000	chr15	90210000	90230000	14187	14190	14187_14190	2	1	FALSE
chr15	90260000	90300000	chr15	90610000	90670000	14191	14196	14191_14196	1	1	FALSE
chr15	90950000	90960000	chr15	91250000	91280000	14199	14202	14199_14202	0	1	FALSE
chr15	91170000	91180000	chr15	92060000	92110000	14201	14207	14201_14207	0	1	FALSE
chr15	91290000	91330000	chr15	92170000	92180000	14203	14208	14203_14208	0	1	FALSE
chr15	91700000	91730000	chr15	92060000	92110000	14204	14207	14204_14207	3	1	TRUE
chr1	221250000	221270000	chr1	222410000	222420000	1420	1430	1420_1430	0	1	FALSE
chr15	93020000	93100000	chr15	93350000	93360000	14216	14219	14216_14219	0	1	FALSE
chr15	93020000	93100000	chr15	94080000	94090000	14216	14223	14216_14223	0	1	FALSE
chr15	93020000	93100000	chr15	94260000	94270000	14216	14226	14216_14226	0	1	FALSE
chr15	93020000	93100000	chr15	94310000	94330000	14216	14227	14216_14227	0	1	FALSE
chr15	93110000	93120000	chr15	93960000	94000000	14217	14222	14217_14222	0	1	FALSE
chr15	94660000	94670000	chr15	95220000	95280000	14228	14230	14228_14230	0	1	FALSE
chr1	221470000	221500000	chr1	222190000	222200000	1422	1429	1422_1429	0	1	FALSE
chr1	221470000	221500000	chr1	222430000	222440000	1422	1431	1422_1431	0	1	FALSE
chr15	95220000	95280000	chr15	97050000	97060000	14230	14242	14230_14242	0	1	FALSE
chr15	95450000	95460000	chr15	96290000	96300000	14231	14239	14231_14239	0	1	FALSE
chr15	98510000	98540000	chr15	99200000	99230000	14250	14255	14250_14255	1	1	FALSE
chr1	221750000	221760000	chr1	222160000	222180000	1425	1428	1425_1428	0	1	FALSE
chr15	100920000	100930000	chr15	101000000	101030000	14266	14267	14266_14267	1	1	FALSE
chr16	700000	710000	chr16	1040000	1090000	14278	14280	14278_14280	0	2	FALSE
chr16	1980000	1990000	chr16	2490000	2520000	14284	14289	14284_14289	0	1	FALSE
chr16	2190000	2210000	chr16	2490000	2520000	14285	14289	14285_14289	0	2	FALSE
chr16	2300000	2310000	chr16	2490000	2520000	14287	14289	14287_14289	0	1	FALSE
chr16	2330000	2350000	chr16	2490000	2520000	14288	14289	14288_14289	2	1	FALSE
chr16	3680000	3720000	chr16	4280000	4290000	14290	14297	14290_14297	0	1	FALSE
chr16	4710000	4720000	chr16	4930000	4960000	14301	14305	14301_14305	0	2	FALSE
chr16	4800000	4810000	chr16	4930000	4960000	14303	14305	14303_14305	0	1	FALSE
chr16	5220000	5250000	chr16	5610000	5620000	14306	14307	14306_14307	0	1	FALSE
chr16	5720000	5730000	chr16	6950000	6960000	14308	14318	14308_14318	0	1	FALSE
chr16	5870000	5880000	chr16	6860000	6870000	14309	14317	14309_14317	0	1	FALSE
chr16	6000000	6040000	chr16	6560000	6570000	14311	14313	14311_14313	0	1	FALSE
chr16	6110000	6120000	chr16	6640000	6670000	14312	14315	14312_14315	0	1	FALSE
chr16	6680000	6690000	chr16	8150000	8190000	14316	14321	14316_14321	0	1	FALSE
chr16	7270000	7280000	chr16	8310000	8320000	14319	14322	14319_14322	0	1	FALSE
chr16	8860000	8900000	chr16	9010000	9040000	14327	14329	14327_14329	0	1	FALSE
chr16	8860000	8900000	chr16	9100000	9120000	14327	14330	14327_14330	0	1	FALSE
chr1	222730000	222750000	chr1	223070000	223100000	1432	1437	1432_1437	1	1	FALSE
chr16	9260000	9300000	chr16	10150000	10160000	14332	14339	14332_14339	0	1	FALSE
chr16	9460000	9470000	chr16	10170000	10200000	14334	14340	14334_14340	0	1	FALSE
chr16	9770000	9780000	chr16	10210000	10220000	14336	14341	14336_14341	0	1	FALSE
chr1	222760000	222770000	chr1	223000000	223010000	1433	1436	1433_1436	0	1	FALSE
chr1	222760000	222770000	chr1	223520000	223540000	1433	1441	1433_1441	0	1	FALSE
chr16	10950000	10990000	chr16	11330000	11340000	14346	14351	14346_14351	0	1	FALSE
chr16	11010000	11020000	chr16	11630000	11680000	14347	14355	14347_14355	0	1	FALSE
chr16	11090000	11100000	chr16	11250000	11270000	14348	14350	14348_14350	0	1	FALSE
chr1	222780000	222810000	chr1	223640000	223700000	1434	1442	1434_1442	1	1	FALSE
chr1	222850000	222860000	chr1	223640000	223700000	1435	1442	1435_1442	0	1	FALSE
chr16	12890000	12900000	chr16	13450000	13460000	14363	14364	14363_14364	1	1	FALSE
chr16	13450000	13460000	chr16	13760000	13770000	14364	14365	14364_14365	0	1	FALSE
chr16	14230000	14310000	chr16	14600000	14610000	14370	14372	14370_14372	0	2	FALSE
chr16	15420000	15430000	chr16	16100000	16130000	14374	14382	14374_14382	1	1	FALSE
chr16	15520000	15530000	chr16	16140000	16180000	14377	14383	14377_14383	0	1	FALSE
chr16	16790000	16800000	chr16	17910000	17920000	14384	14388	14384_14388	0	1	FALSE
chr16	17180000	17190000	chr16	17460000	17480000	14385	14387	14385_14387	0	1	FALSE
chr16	19080000	19100000	chr16	19490000	19520000	14389	14393	14389_14393	1	2	FALSE
chr1	223130000	223180000	chr1	223360000	223370000	1438	1440	1438_1440	0	1	FALSE
chr16	19550000	19570000	chr16	20360000	20400000	14394	14406	14394_14406	0	1	FALSE
chr16	19650000	19660000	chr16	19860000	19890000	14397	14401	14397_14401	0	1	FALSE
chr1	223230000	223240000	chr1	223640000	223700000	1439	1442	1439_1442	0	1	FALSE
chr16	19720000	19730000	chr16	19860000	19890000	14400	14401	14400_14401	0	1	FALSE
chr16	20000000	20010000	chr16	20360000	20400000	14403	14406	14403_14406	0	1	FALSE
chr16	21120000	21130000	chr16	22280000	22350000	14409	14419	14409_14419	0	1	FALSE
chr16	21290000	21320000	chr16	22280000	22350000	14411	14419	14411_14419	2	1	FALSE
chr16	21650000	21660000	chr16	22110000	22120000	14413	14417	14413_14417	0	1	FALSE
chr16	21650000	21660000	chr16	22150000	22210000	14413	14418	14413_14418	0	1	FALSE
chr16	21670000	21690000	chr16	22750000	22760000	14414	14422	14414_14422	0	1	FALSE
chr16	22820000	22830000	chr16	23420000	23440000	14423	14431	14423_14431	0	1	FALSE
chr16	23040000	23070000	chr16	23420000	23440000	14426	14431	14426_14431	0	1	FALSE
chr1	223640000	223700000	chr1	224090000	224100000	1442	1443	1442_1443	0	1	FALSE
chr16	23700000	23750000	chr16	24400000	24410000	14434	14442	14434_14442	1	1	FALSE
chr16	23780000	23820000	chr16	24160000	24170000	14436	14438	14436_14438	0	1	FALSE
chr16	23780000	23820000	chr16	24440000	24450000	14436	14443	14436_14443	0	1	FALSE
chr16	24010000	24060000	chr16	24230000	24260000	14437	14439	14437_14439	0	2	FALSE
chr16	24470000	24580000	chr16	25020000	25030000	14444	14448	14444_14448	0	1	FALSE
chr16	24470000	24580000	chr16	25220000	25250000	14444	14452	14444_14452	1	1	FALSE
chr16	25040000	25070000	chr16	25220000	25250000	14449	14452	14449_14452	3	4	TRUE
chr16	25130000	25140000	chr16	25220000	25250000	14450	14452	14450_14452	0	1	FALSE
chr16	25320000	25340000	chr16	25790000	25810000	14454	14462	14454_14462	0	1	FALSE
chr16	25350000	25370000	chr16	26940000	26950000	14455	14477	14455_14477	0	1	FALSE
chr16	25350000	25370000	chr16	27020000	27130000	14455	14478	14455_14478	0	1	FALSE
chr16	25440000	25450000	chr16	27020000	27130000	14456	14478	14456_14478	0	1	FALSE
chr16	25720000	25730000	chr16	27020000	27130000	14460	14478	14460_14478	0	1	FALSE
chr16	25750000	25760000	chr16	27020000	27130000	14461	14478	14461_14478	0	1	FALSE
chr16	25790000	25810000	chr16	27020000	27130000	14462	14478	14462_14478	0	1	FALSE
chr16	25830000	25880000	chr16	27350000	27380000	14463	14482	14463_14482	0	2	FALSE
chr16	25830000	25880000	chr16	27440000	27460000	14463	14483	14463_14483	0	1	FALSE
chr16	26020000	26030000	chr16	26420000	26430000	14464	14470	14464_14470	0	1	FALSE
chr16	26090000	26100000	chr16	26910000	26920000	14465	14476	14465_14476	0	1	FALSE
chr16	26110000	26120000	chr16	26630000	26650000	14466	14474	14466_14474	0	1	FALSE
chr16	26220000	26230000	chr16	27020000	27130000	14468	14478	14468_14478	0	1	FALSE
chr16	26360000	26370000	chr16	27020000	27130000	14469	14478	14469_14478	0	1	FALSE
chr16	26550000	26580000	chr16	27020000	27130000	14473	14478	14473_14478	0	2	FALSE
chr16	27470000	27500000	chr16	28050000	28100000	14484	14492	14484_14492	0	1	FALSE
chr16	27760000	27770000	chr16	28050000	28100000	14489	14492	14489_14492	0	1	FALSE
chr16	28280000	28300000	chr16	28550000	28560000	14494	14495	14494_14495	0	1	FALSE
chr16	28280000	28300000	chr16	28570000	28580000	14494	14496	14494_14496	0	2	FALSE
chr16	28950000	28990000	chr16	29770000	29780000	14498	14500	14498_14500	0	1	FALSE
chr16	28950000	28990000	chr16	30000000	30040000	14498	14503	14498_14503	0	1	FALSE
chr1	17100000	17140000	chr1	17400000	17410000	144	147	144_147	0	1	FALSE
chr16	30710000	30720000	chr16	30900000	30920000	14508	14511	14508_14511	0	1	FALSE
chr16	30970000	31010000	chr16	31330000	31340000	14512	14517	14512_14517	1	1	FALSE
chr16	30970000	31010000	chr16	31690000	31720000	14512	14522	14512_14522	0	1	FALSE
chr16	31130000	31220000	chr16	31850000	31880000	14514	14524	14514_14524	0	1	FALSE
chr16	31420000	31510000	chr16	31850000	31880000	14519	14524	14519_14524	1	1	FALSE
chr16	47080000	47090000	chr16	48130000	48180000	14531	14536	14531_14536	0	1	FALSE
chr16	48210000	48260000	chr16	48340000	48380000	14537	14539	14537_14539	0	1	FALSE
chr16	48660000	48670000	chr16	49520000	49530000	14542	14548	14542_14548	0	1	FALSE
chr1	225360000	225370000	chr1	225940000	225990000	1454	1463	1454_1463	0	1	FALSE
chr16	50020000	50060000	chr16	50200000	50240000	14555	14556	14555_14556	2	2	FALSE
chr16	50020000	50060000	chr16	50340000	50390000	14555	14558	14555_14558	1	1	FALSE
chr16	50020000	50060000	chr16	50640000	50670000	14555	14559	14555_14559	1	1	FALSE
chr16	50020000	50060000	chr16	50770000	50780000	14555	14562	14555_14562	0	1	FALSE
chr16	50200000	50240000	chr16	50640000	50670000	14556	14559	14556_14559	3	2	TRUE
chr16	50200000	50240000	chr16	50790000	50800000	14556	14563	14556_14563	1	2	FALSE
chr1	225460000	225500000	chr1	225910000	225920000	1455	1462	1455_1462	1	2	FALSE
chr16	50830000	50840000	chr16	51760000	51770000	14564	14566	14564_14566	0	1	FALSE
chr16	52010000	52020000	chr16	52890000	52940000	14569	14573	14569_14573	0	1	FALSE
