chr	start	end	persistence_left	persistence_right	type	w
chr2	64560000	64880000	16	18	domain	19
chr2	64880000	65240000	18	17	boundary,domain	19
chr2	65240000	65600000	17	18	boundary,domain	19
chr2	65600000	68040000	18	18	domain	19
chr2	68040000	68320000	18	12	boundary,domain	19
chr2	68320000	69000000	12	18	domain	19
chr2	69000000	69320000	18	18	boundary,domain	19
chr2	69320000	69840000	18	18	boundary,domain	19
chr2	69840000	71000000	18	18		19
chr2	71000000	71040000	18	18	gap	19
chr2	71040000	72880000	18	18		19
chr2	72880000	73760000	18	18	domain	19
chr2	73760000	73800000	18	18	gap	19
chr2	73800000	74600000	18	13		19
chr2	74600000	75680000	13	18		19
chr2	75680000	77640000	18	18	domain	19
chr2	77640000	77680000	18	18	gap	19
chr2	77680000	79040000	18	18	domain	19
chr2	79040000	79240000	18	15	boundary,domain	19
chr2	79240000	79960000	15	18	domain	19
chr2	79960000	80880000	18	18		19
chr2	80880000	84400000	18	18	domain	19
chr2	84400000	84920000	18	18	boundary,domain	19
chr2	84920000	85320000	18	18	boundary,domain	19
chr2	85320000	85600000	18	18		19
chr2	85600000	86520000	18	18	domain	19
chr2	86520000	88040000	18	18	gap	19
chr2	88040000	88760000	18	18	domain	19
chr2	88760000	88800000	18	18	gap	19
chr2	88800000	89000000	18	18	domain	19
chr2	89000000	94880000	18	18	gap	19
chr2	94880000	95400000	18	18	domain	19
chr2	95400000	96080000	18	18	gap	19
chr2	96080000	96440000	18	18	domain	19
chr2	96440000	96480000	18	18	gap	19
chr2	96480000	97000000	18	18	domain	19
chr2	97000000	97640000	18	18	gap	19
chr2	97640000	98600000	18	13		19
chr2	98600000	100080000	13	18	domain	19
chr2	100080000	100120000	18	18	gap	19
chr2	100120000	101000000	18	18	domain	19
chr2	101000000	101240000	18	18	boundary,domain	19
chr2	101240000	102000000	18	13		19
chr2	102000000	102840000	13	18		19
chr2	102840000	103920000	18	14		19
chr2	103920000	105320000	14	18		19
chr2	105320000	106360000	18	18		19
chr2	106360000	106520000	18	18	gap	19
chr2	106520000	107840000	18	18	domain	19
chr2	107840000	107920000	18	18	gap	19
chr2	107920000	108480000	18	18	domain	19
chr2	108480000	108760000	18	18	gap	19
chr2	108760000	109720000	18	18	domain	19
chr2	109720000	110640000	18	18	gap	19
chr2	110640000	111240000	18	18	domain	19
chr2	111240000	111880000	18	18	gap	19
chr2	111880000	112360000	18	18	domain	19
chr2	112360000	112440000	18	18	gap	19
chr2	112440000	113400000	18	18	domain	19
chr2	113400000	113680000	18	18	gap	19
chr2	113680000	115720000	18	15		19
chr2	115720000	116120000	15	18	boundary,domain	19
chr2	116120000	117800000	18	18		19
chr2	117800000	118000000	18	16	boundary,domain	19
chr2	118000000	118160000	16	16		19
chr2	118160000	119000000	16	6		19
chr2	119000000	119320000	6	12	boundary,domain	19
chr2	119320000	119680000	12	18	boundary,domain	19
chr2	119680000	120320000	18	16		19
chr2	120320000	120680000	16	18	boundary,domain	19
chr2	120680000	121080000	18	18	domain	19
chr2	121080000	121360000	18	8	domain	19
chr2	121360000	121760000	8	18		19
chr2	121760000	124320000	18	18	domain	19
chr2	124320000	124360000	18	18	gap	19
chr2	124360000	127040000	18	18	domain	19
chr2	127040000	127520000	18	18	boundary,domain	19
chr2	127520000	127720000	18	18	boundary,domain	19
chr2	127720000	127840000	18	15	boundary,domain	19
chr2	127840000	128200000	15	14	boundary,domain	19
chr2	128200000	129960000	14	18		19
chr2	129960000	130240000	18	18	gap	19
chr2	130240000	130400000	18	18	domain	19
chr2	130400000	130720000	18	18	gap	19
chr2	130720000	131200000	18	18	domain	19
chr2	131200000	132360000	18	18	gap	19
chr2	132360000	133880000	18	18	domain	19
chr2	133880000	134920000	18	18	domain	19
chr2	134920000	135840000	18	18	domain	19
chr2	135840000	136400000	18	18	domain	19
chr2	136400000	137840000	18	18	domain	19
chr2	137840000	138840000	18	18	domain	19
chr2	138840000	142160000	18	18		19
chr2	142160000	143040000	18	18	domain	19
chr2	143040000	146640000	18	17	domain	19
chr2	146640000	147920000	17	18	domain	19
chr2	147920000	149000000	18	18	domain	19
chr2	149000000	149600000	18	18	domain	19
chr2	149600000	151560000	18	18	domain	19
chr2	151560000	151600000	18	18	gap	19
chr2	151600000	152720000	18	18	domain	19
chr2	152720000	153640000	18	17		19
chr2	153640000	154400000	17	18		19
chr2	154400000	155320000	18	18	domain	19
chr2	155320000	157280000	18	18	domain	19
chr2	157280000	158040000	18	17	domain	19
chr2	158040000	158800000	17	18	domain	19
chr2	158800000	160040000	18	18	domain	19
chr2	160040000	161200000	18	17	domain	19
chr2	161200000	162320000	17	18	domain	19
chr2	162320000	163160000	18	18		19
chr2	163160000	164560000	18	16	domain	19
chr2	164560000	164960000	16	12	boundary,domain	19
chr2	164960000	165960000	12	18	domain	19
chr2	165960000	166200000	18	17	boundary,domain	19
chr2	166200000	168120000	17	18		19
chr2	168120000	168960000	18	18		19
chr2	168960000	169440000	18	18	boundary,domain	19
chr2	169440000	169960000	18	6	domain	19
chr2	169960000	170120000	6	11		19
chr2	170120000	170920000	11	18		19
chr2	170920000	171560000	18	18		19
chr2	171560000	172760000	18	18		19
chr2	172760000	174400000	18	18	domain	19
chr2	174400000	174680000	18	18	boundary,domain	19
chr2	174680000	175240000	18	17	domain	19
chr2	175240000	176120000	17	18	domain	19
chr2	176120000	177160000	18	18	domain	19
chr2	177160000	177440000	18	10	boundary,domain	19
chr2	177440000	177760000	10	18	boundary,domain	19
chr2	177760000	178640000	18	18	domain	19
chr2	178640000	178680000	18	18	gap	19
chr2	178680000	180080000	18	18	domain	19
chr2	180080000	181040000	18	17	domain	19
chr2	181040000	182120000	17	18	domain	19
chr2	182120000	182720000	18	18	domain	19
chr2	182720000	183120000	18	15	boundary,domain	19
chr2	183120000	186480000	15	18		19
chr2	186480000	186800000	18	18	boundary,domain	19
chr2	186800000	187480000	18	18	domain	19
chr2	187480000	189440000	18	18	domain	19
chr2	189440000	189640000	18	13		19
chr2	189640000	190800000	13	18		19
chr2	190800000	191040000	18	17		19
chr2	191040000	191560000	17	18		19
chr2	191560000	191720000	18	11	boundary,domain	19
chr2	191720000	196760000	11	18	domain	19
chr2	196760000	197440000	18	17	domain	19
chr2	197440000	197520000	17	5	boundary,domain	19
chr2	197520000	197760000	5	14		19
chr2	197760000	198320000	14	18	domain	19
chr2	198320000	199920000	18	18	domain	19
chr2	199920000	200520000	18	15	domain	19
chr2	200520000	200880000	15	18	boundary,domain	19
chr2	200880000	201200000	18	18	boundary,domain	19
chr2	201200000	201400000	18	2	boundary,domain	19
chr2	201400000	201760000	2	18		19
chr2	201760000	202240000	18	18	domain	19
chr2	202240000	203480000	18	15		19
chr2	203480000	203920000	15	18	domain	19
chr2	203920000	206000000	18	18		19
chr2	206000000	206160000	18	18		19
chr2	206160000	206680000	18	18	domain	19
chr2	206680000	207720000	18	8		19
chr2	207720000	208800000	8	18	domain	19
chr2	208800000	208840000	18	18	gap	19
chr2	208840000	210240000	18	18	domain	19
chr2	210240000	210440000	18	15	boundary,domain	19
chr2	210440000	212640000	15	17		19
chr2	212640000	213200000	17	18	domain	19
chr2	213200000	215280000	18	17	domain	19
chr2	215280000	216080000	17	18	domain	19
chr2	216080000	216480000	18	18	boundary,domain	19
chr2	216480000	217760000	18	18	boundary,domain	19
chr2	217760000	218160000	18	17	boundary,domain	19
chr2	218160000	219000000	17	15	boundary,domain	19
chr2	219000000	219400000	15	18	boundary,domain	19
chr2	219400000	219720000	18	18	boundary,domain	19
chr2	219720000	222000000	18	18	domain	19
chr2	222000000	222640000	18	18	domain	19
chr2	222640000	222960000	18	18	boundary,domain	19
chr2	222960000	223960000	18	18	domain	19
chr2	223960000	224320000	18	9	domain	19
chr2	224320000	225080000	9	18	domain	19
chr2	225080000	225640000	18	18	domain	19
chr2	225640000	227120000	18	16		19
chr2	227120000	227320000	16	18		19
chr2	227320000	227560000	18	1	domain	19
chr2	227560000	227880000	1	18		19
chr2	227880000	229720000	18	18	domain	19
chr2	229720000	230840000	18	18		19
chr2	230840000	231040000	18	18	boundary,domain	19
chr2	231040000	231600000	18	13		19
chr2	231600000	232560000	13	18		19
chr2	232560000	233280000	18	16	domain	19
chr2	233280000	233480000	16	15	boundary,domain	19
chr2	233480000	233840000	15	13	boundary,domain	19
chr2	233840000	235120000	13	18		19
chr2	235120000	235440000	18	6	boundary,domain	19
chr2	235440000	235760000	6	18	boundary,domain	19
chr2	235760000	236280000	18	18	domain	19
chr2	236280000	237080000	18	18	domain	19
chr2	237080000	237480000	18	16	boundary,domain	19
chr2	237480000	237800000	16	18	boundary,domain	19
chr2	237800000	238280000	18	18	boundary,domain	19
chr2	238280000	239000000	18	18		19
chr2	239000000	240040000	18	18	domain	19
chr2	240040000	240160000	18	15	boundary,domain	19
chr2	240160000	240480000	15	18	boundary,domain	19
chr2	240480000	240800000	18	17		19
chr2	240800000	242080000	17	18		19
chr2	242080000	242193529	18	18	gap	19
chr20	40000	80000	18	18	gap	19
chr20	80000	1480000	18	18		19
chr20	1480000	2480000	18	18	domain	19
chr20	2480000	2680000	18	18	boundary,domain	19
chr20	2680000	3040000	18	18	boundary,domain	19
chr20	3040000	3680000	18	14	boundary,domain	19
chr20	3680000	3760000	14	8		19
chr20	3760000	4120000	8	9	boundary,domain	19
chr20	4120000	5200000	9	13		19
chr20	5200000	5480000	13	18	boundary,domain	19
chr20	5480000	6120000	18	18	domain	19
chr20	6120000	7960000	18	18	domain	19
chr20	7960000	8760000	18	18	domain	19
chr20	8760000	9400000	18	18	domain	19
chr20	9400000	9600000	18	10	boundary,domain	19
chr20	9600000	10440000	10	18	domain	19
chr20	10440000	11560000	18	18	domain	19
chr20	11560000	12920000	18	18	domain	19
chr20	12920000	13080000	18	15	boundary,domain	19
chr20	13080000	13800000	15	18	domain	19
chr20	13800000	14080000	18	18		19
chr20	14080000	15120000	18	18	domain	19
chr20	15120000	15160000	18	18	gap	19
chr20	15160000	16520000	18	16	domain	19
chr20	16520000	16760000	16	18		19
chr20	16760000	17480000	18	18	domain	19
chr20	17480000	18000000	18	17	domain	19
chr20	18000000	18320000	17	12	boundary,domain	19
chr20	18320000	19680000	12	18		19
chr20	19680000	20040000	18	18	boundary,domain	19
chr20	20040000	20560000	18	17	domain	19
chr20	20560000	20840000	17	18	boundary,domain	19
chr20	20840000	21640000	18	18	domain	19
chr20	21640000	22320000	18	18	domain	19
chr20	22320000	23440000	18	4	domain	19
chr20	23440000	23640000	4	18		19
chr20	23640000	25760000	18	18	domain	19
chr20	25760000	31240000	18	18	gap	19
chr20	31240000	32080000	18	14	domain	19
chr20	32080000	32520000	14	18	domain	19
chr20	32520000	32800000	18	18	boundary,domain	19
chr20	32800000	33360000	18	18	domain	19
chr20	33360000	34160000	18	18		19
chr20	34160000	34520000	18	10	boundary,domain	19
chr20	34520000	34800000	10	18	boundary,domain	19
chr20	34800000	35120000	18	6	boundary,domain	19
chr20	35120000	35280000	6	18	boundary,domain	19
chr20	35280000	35440000	18	18	boundary,domain	19
chr20	35440000	35960000	18	18	domain	19
chr20	35960000	36160000	18	18	boundary,domain	19
chr20	36160000	36960000	18	18	domain	19
chr20	36960000	37160000	18	11	boundary,domain	19
chr20	37160000	37520000	11	18		19
chr20	37520000	38600000	18	5		19
chr20	38600000	39080000	5	18	boundary,domain	19
chr20	39080000	40960000	18	18		19
chr20	40960000	41400000	18	9		19
chr20	41400000	41720000	9	18		19
chr20	41720000	43440000	18	18	domain	19
chr20	43440000	44200000	18	14		19
chr20	44200000	44680000	14	16	boundary,domain	19
chr20	44680000	44920000	16	18	boundary,domain	19
chr20	44920000	45800000	18	18	domain	19
chr20	45800000	45960000	18	18	boundary,domain	19
chr20	45960000	46520000	18	16	domain	19
chr20	46520000	46720000	16	18	boundary,domain	19
chr20	46720000	47640000	18	18	domain	19
chr20	47640000	48640000	18	18	domain	19
chr20	48640000	48920000	18	18	boundary,domain	19
chr20	48920000	49280000	18	18	boundary,domain	19
chr20	49280000	49960000	18	18	domain	19
chr20	49960000	50120000	18	18	boundary,domain	19
chr20	50120000	50640000	18	5	domain	19
chr20	50640000	50800000	5	18		19
chr20	50800000	50960000	18	18	boundary,domain	19
chr20	50960000	52200000	18	18	domain	19
chr20	52200000	53560000	18	18	domain	19
chr20	53560000	54080000	18	18		19
chr20	54080000	54640000	18	17		19
chr20	54640000	56360000	17	18		19
chr20	56360000	57080000	18	18		19
chr20	57080000	57360000	18	18	boundary,domain	19
chr20	57360000	58240000	18	18		19
chr20	58240000	58440000	18	4		19
chr20	58440000	59560000	4	18	domain	19
chr20	59560000	59760000	18	16		19
chr20	59760000	61920000	16	18		19
chr20	61920000	62400000	18	18	boundary,domain	19
chr20	62400000	62640000	18	11	boundary,domain	19
chr20	62640000	62800000	11	18	boundary,domain	19
chr20	62800000	63040000	18	15	boundary,domain	19
chr20	63040000	63480000	15	17	boundary,domain	19
chr20	63480000	64280000	17	18	domain	19
chr20	64280000	64360000	18	18	gap	19
chr21	5000000	14040000	18	18	gap	19
chr21	14040000	15880000	18	18		19
chr21	15880000	17360000	18	15		19
chr21	17360000	17600000	15	18	boundary,domain	19
chr21	17600000	17920000	18	18	boundary,domain	19
chr21	17920000	18400000	18	17		19
chr21	18400000	18480000	17	8		19
chr21	18480000	19240000	8	16		19
chr21	19240000	20960000	16	18		19
chr21	20960000	23040000	18	16		19
chr21	23040000	25560000	16	18	boundary,domain	19
chr21	25560000	26760000	18	18		19
chr21	26760000	27840000	18	18	domain	19
chr21	27840000	28040000	18	18	gap	19
chr21	28040000	29040000	18	18	domain	19
chr21	29040000	29400000	18	18		19
chr21	29400000	29920000	18	17	domain	19
chr21	29920000	31200000	17	4		19
chr21	31200000	31680000	4	18		19
chr21	31680000	32360000	18	10	domain	19
chr21	32360000	32640000	10	18	boundary,domain	19
chr21	32640000	34360000	18	18		19
chr21	34360000	34480000	18	18	gap	19
chr21	34480000	36120000	18	18		19
chr21	36120000	37080000	18	17		19
chr21	37080000	37640000	17	18	boundary,domain	19
chr21	37640000	38400000	18	18	domain	19
chr21	38400000	39200000	18	18		19
chr21	39200000	39440000	18	18		19
chr21	39440000	39760000	18	18	boundary,domain	19
chr21	39760000	41120000	18	18	domain	19
chr21	41120000	41480000	18	18	boundary,domain	19
chr21	41480000	41800000	18	18	boundary,domain	19
chr21	41800000	42120000	18	18	boundary,domain	19
chr21	42120000	43040000	18	18		19
chr21	43040000	43560000	18	18	gap	19
chr21	43560000	44080000	18	18		19
chr21	44080000	44240000	18	18	gap	19
chr21	44240000	45160000	18	14		19
chr21	45160000	45280000	14	15	boundary,domain	19
chr21	45280000	46709983	15	18	domain	19
chr22	10640000	17040000	18	18	gap	19
chr22	17040000	18160000	18	18	domain	19
chr22	18160000	18960000	18	18	gap	19
chr22	18960000	20320000	18	18	domain	19
chr22	20320000	20360000	18	18	gap	19
chr22	20360000	20680000	18	18	domain	19
chr22	20680000	20720000	18	18	gap	19
chr22	20720000	21120000	18	18	domain	19
chr22	21120000	21560000	18	18	gap	19
chr22	21560000	22280000	18	18	domain	19
chr22	22280000	22320000	18	18	gap	19
chr22	22320000	23320000	18	18	domain	19
chr22	23320000	23480000	18	18	gap	19
chr22	23480000	23920000	18	18	domain	19
chr22	23920000	24000000	18	18	gap	19
chr22	24000000	24240000	18	18	domain	19
chr22	24240000	24280000	18	18	gap	19
chr22	24280000	24600000	18	18	domain	19
chr22	24600000	24680000	18	18	gap	19
chr22	24680000	25240000	18	18	domain	19
chr22	25240000	25320000	18	18	gap	19
chr22	25320000	26680000	18	18	domain	19
chr22	26680000	27840000	18	18	domain	19
chr22	27840000	29280000	18	18		19
chr22	29280000	30440000	18	17		19
chr22	30440000	31320000	17	18		19
chr22	31320000	31960000	18	18	domain	19
chr22	31960000	32480000	18	18	boundary,domain	19
chr22	32480000	33240000	18	18	domain	19
chr22	33240000	35280000	18	18	domain	19
chr22	35280000	36280000	18	14		19
chr22	36280000	36520000	14	18	boundary,domain	19
chr22	36520000	37520000	18	16		19
chr22	37520000	38360000	16	18		19
chr22	38360000	38400000	18	18	gap	19
chr22	38400000	39520000	18	18	domain	19
chr22	39520000	40360000	18	18		19
chr22	40360000	40680000	18	9		19
chr22	40680000	42480000	9	18		19
chr22	42480000	42520000	18	18	gap	19
chr22	42520000	44680000	18	18	domain	19
chr22	44680000	45120000	18	8	boundary,domain	19
chr22	45120000	45560000	8	11		19
chr22	45560000	46360000	11	18	domain	19
chr22	46360000	46560000	18	18	boundary,domain	19
chr22	46560000	46800000	18	18	boundary,domain	19
chr22	46800000	48520000	18	18	domain	19
chr22	48520000	49760000	18	18	domain	19
chr22	49760000	50800000	18	18		19
chr3	0	40000	18	18	gap	19
chr3	40000	560000	18	18	domain	19
chr3	560000	600000	18	18	gap	19
chr3	600000	2000000	18	6	domain	19
chr3	2000000	3160000	6	18		19
chr3	3160000	4320000	18	18	domain	19
chr3	4320000	4640000	18	18	boundary,domain	19
chr3	4640000	5200000	18	17		19
chr3	5200000	6800000	17	17	domain	19
chr3	6800000	8440000	17	18	domain	19
chr3	8440000	8640000	18	18	boundary,domain	19
chr3	8640000	9360000	18	17		19
chr3	9360000	9720000	17	18	boundary,domain	19
chr3	9720000	10320000	18	18	domain	19
chr3	10320000	11160000	18	15	domain	19
chr3	11160000	11880000	15	18		19
chr3	11880000	12080000	18	18	boundary,domain	19
chr3	12080000	12520000	18	18	domain	19
chr3	12520000	12840000	18	18	boundary,domain	19
chr3	12840000	13480000	18	18		19
chr3	13480000	13640000	18	17	boundary,domain	19
chr3	13640000	13880000	17	6	boundary,domain	19
chr3	13880000	14160000	6	18	domain	19
chr3	14160000	14640000	18	13	boundary,domain	19
chr3	14640000	14960000	13	14	boundary,domain	19
chr3	14960000	15080000	14	18		19
chr3	15080000	15600000	18	18	boundary,domain	19
chr3	15600000	15800000	18	8	boundary,domain	19
chr3	15800000	16280000	8	18	domain	19
chr3	16280000	16560000	18	18	boundary,domain	19
chr3	16560000	17400000	18	5		19
chr3	17400000	17880000	5	18	domain	19
chr3	17880000	19040000	18	18	domain	19
chr3	19040000	19880000	18	17	domain	19
chr3	19880000	20360000	17	18	domain	19
chr3	20360000	22080000	18	18	boundary,domain	19
chr3	22080000	22960000	18	17	domain	19
chr3	22960000	23960000	17	17		19
chr3	23960000	24720000	17	18	domain	19
chr3	24720000	25640000	18	18	domain	19
chr3	25640000	27120000	18	13		19
chr3	27120000	27280000	13	18	boundary,domain	19
chr3	27280000	28360000	18	18	domain	19
chr3	28360000	29880000	18	2	domain	19
chr3	29880000	30000000	2	17		19
chr3	30000000	30760000	17	18	domain	19
chr3	30760000	31560000	18	18	domain	19
chr3	31560000	32160000	18	18	domain	19
chr3	32160000	32480000	18	17	boundary,domain	19
chr3	32480000	32680000	17	18	boundary,domain	19
chr3	32680000	32960000	18	15	boundary,domain	19
chr3	32960000	33840000	15	18		19
chr3	33840000	35920000	18	18	domain	19
chr3	35920000	37000000	18	18		19
chr3	37000000	37280000	18	18		19
chr3	37280000	37840000	18	18	domain	19
chr3	37840000	38000000	18	18	boundary,domain	19
chr3	38000000	39080000	18	18		19
chr3	39080000	39400000	18	18	boundary,domain	19
chr3	39400000	40520000	18	18		19
chr3	40520000	41880000	18	18	domain	19
chr3	41880000	42120000	18	13	boundary,domain	19
chr3	42120000	42240000	13	12		19
chr3	42240000	42560000	12	16	domain	19
chr3	42560000	42920000	16	18	boundary,domain	19
chr3	42920000	44320000	18	18	domain	19
chr3	44320000	44960000	18	18	boundary,domain	19
chr3	44960000	45520000	18	15	domain	19
chr3	45520000	45720000	15	18	boundary,domain	19
chr3	45720000	46440000	18	12	domain	19
chr3	46440000	46680000	12	18		19
chr3	46680000	46920000	18	18	boundary,domain	19
chr3	46920000	47400000	18	18	boundary,domain	19
chr3	47400000	47800000	18	18	boundary,domain	19
chr3	47800000	48200000	18	18	boundary,domain	19
chr3	48200000	48440000	18	10	boundary,domain	19
chr3	48440000	48680000	10	18	boundary,domain	19
chr3	48680000	49000000	18	18		19
chr3	49000000	49480000	18	18	boundary,domain	19
chr3	49480000	50360000	18	18	boundary,domain	19
chr3	50360000	50560000	18	18		19
chr3	50560000	51400000	18	17	domain	19
chr3	51400000	51480000	17	4		19
chr3	51480000	51920000	4	18	boundary,domain	19
chr3	51920000	52160000	18	16	boundary,domain	19
chr3	52160000	52400000	16	18	boundary,domain	19
chr3	52400000	52720000	18	18	boundary,domain	19
chr3	52720000	53240000	18	17		19
chr3	53240000	53920000	17	18	domain	19
chr3	53920000	56560000	18	18		19
chr3	56560000	57000000	18	12		19
chr3	57000000	57600000	12	7		19
chr3	57600000	58560000	7	9		19
chr3	58560000	58640000	9	16	boundary,domain	19
chr3	58640000	61400000	16	14		19
chr3	61400000	62200000	14	18	domain	19
chr3	62200000	62320000	18	3		19
chr3	62320000	62560000	3	18		19
chr3	62560000	63840000	18	18	domain	19
chr3	63840000	64000000	18	15	boundary,domain	19
chr3	64000000	64480000	15	18	domain	19
chr3	64480000	65440000	18	15		19
chr3	65440000	66200000	15	18	domain	19
chr3	66200000	66880000	18	18	domain	19
chr3	66880000	68680000	18	18	domain	19
chr3	68680000	68720000	18	18	gap	19
chr3	68720000	70000000	18	18		19
chr3	70000000	70520000	18	18	domain	19
chr3	70520000	71680000	18	18		19
chr3	71680000	72840000	18	18	domain	19
chr3	72840000	73080000	18	18	boundary,domain	19
chr3	73080000	73520000	18	15	domain	19
chr3	73520000	73840000	15	18	boundary,domain	19
chr3	73840000	75520000	18	18	domain	19
chr3	75520000	75760000	18	18	gap	19
chr3	75760000	76760000	18	17	boundary,domain	19
chr3	76760000	76880000	17	3		19
chr3	76880000	76960000	3	8		19
chr3	76960000	78640000	8	17		19
chr3	78640000	79520000	17	18	domain	19
chr3	79520000	81280000	18	17	domain	19
chr3	81280000	83200000	17	13	boundary,domain	19
chr3	83200000	85600000	13	15		19
chr3	85600000	86640000	15	18	domain	19
chr3	86640000	87200000	18	18		19
chr3	87200000	88200000	18	18	domain	19
chr3	88200000	90240000	18	18	domain	19
chr3	90240000	93800000	18	18	gap	19
chr3	93800000	96840000	18	18	domain	19
chr3	96840000	98160000	18	18	domain	19
chr3	98160000	98200000	18	18	gap	19
chr3	98200000	99000000	18	17	domain	19
chr3	99000000	99800000	17	18	domain	19
chr3	99800000	100280000	18	18	domain	19
chr3	100280000	100600000	18	6	boundary,domain	19
chr3	100600000	101680000	6	18	domain	19
chr3	101680000	102240000	18	18	domain	19
chr3	102240000	102560000	18	10	domain	19
chr3	102560000	104560000	10	18	domain	19
chr3	104560000	105560000	18	17		19
chr3	105560000	107200000	17	18	domain	19
chr3	107200000	107560000	18	9		19
chr3	107560000	108600000	9	15		19
chr3	108600000	109000000	15	17	boundary,domain	19
chr3	109000000	109320000	17	18	boundary,domain	19
chr3	109320000	111560000	18	16		19
chr3	111560000	112080000	16	18		19
chr3	112080000	113000000	18	18	domain	19
chr3	113000000	114080000	18	10		19
chr3	114080000	114320000	10	17	boundary,domain	19
chr3	114320000	115200000	17	18	domain	19
chr3	115200000	115840000	18	18	domain	19
chr3	115840000	116760000	18	18	domain	19
chr3	116760000	118840000	18	18		19
chr3	118840000	119240000	18	12	boundary,domain	19
chr3	119240000	119720000	12	18	boundary,domain	19
chr3	119720000	120200000	18	16	domain	19
chr3	120200000	120400000	16	8	boundary,domain	19
chr3	120400000	120560000	8	17	boundary,domain	19
chr3	120560000	121520000	17	18	domain	19
chr3	121520000	122400000	18	18	domain	19
chr3	122400000	122680000	18	10	boundary,domain	19
chr3	122680000	123320000	10	18	domain	19
chr3	123320000	123560000	18	18	boundary,domain	19
chr3	123560000	124720000	18	18		19
chr3	124720000	124920000	18	16	boundary,domain	19
chr3	124920000	125720000	16	18	domain	19
chr3	125720000	125960000	18	18	gap	19
chr3	125960000	127560000	18	18	domain	19
chr3	127560000	128040000	18	18	boundary,domain	19
chr3	128040000	128600000	18	18	domain	19
chr3	128600000	128960000	18	14		19
chr3	128960000	129320000	14	17	boundary,domain	19
chr3	129320000	130120000	17	18		19
chr3	130120000	130200000	18	18	gap	19
chr3	130200000	131040000	18	18	domain	19
chr3	131040000	132120000	18	18	domain	19
chr3	132120000	132160000	18	18	gap	19
chr3	132160000	132600000	18	18	domain	19
chr3	132600000	132640000	18	18	gap	19
chr3	132640000	133640000	18	18		19
chr3	133640000	134560000	18	17		19
chr3	134560000	135920000	17	18	domain	19
chr3	135920000	137040000	18	18		19
chr3	137040000	138080000	18	18	domain	19
chr3	138080000	138960000	18	17	domain	19
chr3	138960000	139400000	17	18	domain	19
chr3	139400000	140920000	18	18	domain	19
chr3	140920000	141200000	18	18		19
chr3	141200000	142560000	18	18		19
chr3	142560000	143000000	18	18	boundary,domain	19
chr3	143000000	143760000	18	18	domain	19
chr3	143760000	146040000	18	17		19
chr3	146040000	146200000	17	15	boundary,domain	19
chr3	146200000	146680000	15	18	domain	19
chr3	146680000	148960000	18	18		19
chr3	148960000	149280000	18	18	boundary,domain	19
chr3	149280000	150400000	18	18		19
chr3	150400000	150440000	18	18	gap	19
chr3	150440000	151240000	18	18	domain	19
chr3	151240000	151280000	18	18	gap	19
chr3	151280000	152000000	18	18	domain	19
chr3	152000000	152040000	18	18	gap	19
chr3	152040000	152360000	18	18	domain	19
chr3	152360000	152440000	18	18	gap	19
chr3	152440000	153520000	18	18	domain	19
chr3	153520000	153560000	18	18	gap	19
chr3	153560000	154880000	18	18	domain	19
chr3	154880000	154920000	18	18	gap	19
chr3	154920000	155520000	18	18	domain	19
chr3	155520000	155560000	18	18	gap	19
chr3	155560000	157160000	18	18	domain	19
chr3	157160000	157520000	18	18	boundary,domain	19
chr3	157520000	158800000	18	18		19
chr3	158800000	159840000	18	17	domain	19
chr3	159840000	160040000	17	18	boundary,domain	19
chr3	160040000	160440000	18	5	boundary,domain	19
chr3	160440000	160520000	5	15	boundary,domain	19
chr3	160520000	161480000	15	18	domain	19
chr3	161480000	163800000	18	18	domain	19
chr3	163800000	165200000	18	18	domain	19
chr3	165200000	167360000	18	18		19
chr3	167360000	167680000	18	8	boundary,domain	19
chr3	167680000	168840000	8	18	domain	19
chr3	168840000	169760000	18	18		19
chr3	169760000	170880000	18	18		19
chr3	170880000	171600000	18	18	domain	19
chr3	171600000	172760000	18	18	boundary,domain	19
chr3	172760000	176960000	18	18	domain	19
chr3	176960000	178400000	18	18	domain	19
chr3	178400000	179000000	18	18	domain	19
chr3	179000000	179360000	18	18	boundary,domain	19
chr3	179360000	179600000	18	18	boundary,domain	19
chr3	179600000	180600000	18	17	domain	19
chr3	180600000	181720000	17	17	domain	19
chr3	181720000	182720000	17	18	domain	19
chr3	182720000	183440000	18	18		19
chr3	183440000	183880000	18	18	domain	19
chr3	183880000	184360000	18	18	boundary,domain	19
chr3	184360000	184560000	18	11	boundary,domain	19
chr3	184560000	184800000	11	18	boundary,domain	19
chr3	184800000	185640000	18	18		19
chr3	185640000	186600000	18	18		19
chr3	186600000	186800000	18	18	boundary,domain	19
chr3	186800000	187720000	18	18	domain	19
chr3	187720000	188960000	18	18	domain	19
chr3	188960000	189200000	18	18		19
chr3	189200000	189960000	18	18	domain	19
chr3	189960000	190200000	18	10	boundary,domain	19
chr3	190200000	190440000	10	13	boundary,domain	19
chr3	190440000	191080000	13	14	domain	19
chr3	191080000	191400000	14	17	domain	19
chr3	191400000	192440000	17	18	domain	19
chr3	192440000	193600000	18	18	domain	19
chr3	193600000	194440000	18	15		19
chr3	194440000	194640000	15	18	boundary,domain	19
chr3	194640000	195480000	18	18	domain	19
chr3	195480000	195800000	18	18	gap	19
chr3	195800000	195960000	18	18	domain	19
chr3	195960000	196000000	18	18	gap	19
chr3	196000000	197600000	18	18	domain	19
