chr	start_TSS	end_TSS	name	score	strand	Ensembl_ID	start_TAD	end_TAD	w_TAD	order_lower_TAD	order_upper_TAD	Fraction
chr1	84506580	84506581	GNG5	.	-	ENSG00000174021.11	84440000	84760000	3	3	3	0.208065625
chr1	84574479	84574480	CTBS	.	-	ENSG00000117151.13	84440000	84760000	3	3	3	0.42025
chr1	84690802	84690803	SSX2IP	.	-	ENSG00000117155.16	84440000	84760000	3	3	3	0.216240625
chr1	84893205	84893206	LPAR3	.	-	ENSG00000171517.6	84760000	84920000	3	3	5	0.1674625
chr1	84997112	84997113	MCOLN2	.	-	ENSG00000153898.13	84960000	85520000	6	3	28	0.0662732142857143
chr1	84999146	84999147	WDR63	.	+	ENSG00000162643.13	84960000	85520000	6	3	28	0.0699035714285715
chr1	85048499	85048500	MCOLN3	.	-	ENSG00000055732.13	83480000	85080000	10	28	1	0.0196875
chr1	85201015	85201016	SYDE2	.	-	ENSG00000097096.9	84920000	85280000	3	5	3	0.2194
chr1	85259671	85259672	C1orf52	.	-	ENSG00000162642.14	84920000	85280000	3	5	3	0.0564666666666667
chr1	85276631	85276632	BCL10	.	-	ENSG00000142867.14	84920000	85280000	3	5	3	0.00935555555555556
chr1	85578362	85578363	DDAH1	.	-	ENSG00000153904.20	85560000	85920000	3	28	1	0.0510083333333333
chr1	85580760	85580761	CCN1	.	+	ENSG00000142871.17	85560000	85920000	3	28	1	0.0576666666666666
chr1	85708432	85708433	ZNHIT6	.	-	ENSG00000117174.11	85560000	85920000	3	28	1	0.412313888888889
chr1	86156942	86156943	COL24A1	.	-	ENSG00000171502.15	86040000	86360000	3	2	13	0.365446875
chr1	86396341	86396342	ODF2L	.	-	ENSG00000122417.15	86360000	86680000	3	13	2	0.11356875
chr1	86424170	86424171	CLCA2	.	+	ENSG00000137975.8	86360000	86680000	3	13	2	0.20053125
chr1	86468367	86468368	CLCA1	.	+	ENSG00000016490.16	86360000	86680000	3	13	2	0.338646875
chr1	86547077	86547078	CLCA4	.	+	ENSG00000016602.9	86360000	86680000	3	13	2	0.415384375
chr1	86704569	86704570	SH3GLB1	.	+	ENSG00000097033.14	86360000	86720000	5	13	3	0.0428638888888889
chr1	86914423	86914424	SELENOF	.	-	ENSG00000183291.17	86760000	87120000	6	2	27	0.428955555555556
chr1	86914634	86914635	HS2ST1	.	+	ENSG00000153936.17	86760000	87120000	6	2	27	0.429538888888889
chr1	86993008	86993009	AC093155.3	.	+	ENSG00000267561.2	85560000	87080000	30	28	1	0.0572315789473684
chr1	87328879	87328880	LMO4	.	+	ENSG00000143013.13	87320000	88040000	4	2	4	0.0123319444444445
chr1	88684221	88684222	PKN2	.	+	ENSG00000065243.20	88640000	88920000	3	15	8	0.157932142857143
chr1	88891943	88891944	GTF2B	.	-	ENSG00000137947.12	88640000	88920000	3	15	8	0.1002
chr1	88992952	88992953	KYAT3	.	-	ENSG00000137944.18	88960000	89400000	6	1	28	0.0748931818181818
chr1	88992959	88992960	RBMXL1	.	-	ENSG00000213516.10	88960000	89400000	6	1	28	0.0749090909090909
chr1	89022893	89022894	GBP3	.	-	ENSG00000117226.12	88960000	89400000	6	1	28	0.142940909090909
chr1	89065229	89065230	GBP1	.	-	ENSG00000117228.10	88960000	89400000	6	1	28	0.239159090909091
chr1	89150455	89150456	GBP2	.	-	ENSG00000162645.13	88960000	89400000	6	1	28	0.432854545454545
chr1	89176008	89176009	GBP7	.	-	ENSG00000213512.3	88960000	89400000	6	1	28	0.490929545454546
chr1	89198941	89198942	GBP4	.	-	ENSG00000162654.9	88960000	89400000	6	1	28	0.45695
chr1	89272803	89272804	GBP5	.	-	ENSG00000154451.14	88960000	89400000	6	1	28	0.289081818181818
chr1	89364057	89364058	GBP6	.	+	ENSG00000183347.14	88960000	89400000	6	1	28	0.0816886363636364
chr1	89524835	89524836	LRRC8B	.	+	ENSG00000197147.13	89440000	89760000	5	28	1	0.265109375
chr1	89633071	89633072	LRRC8C	.	+	ENSG00000171488.15	89440000	89760000	5	28	1	0.396653125
chr1	89633139	89633140	AC093423.3	.	+	ENSG00000271949.1	89440000	89760000	5	28	1	0.396440625
chr1	89821013	89821014	LRRC8D	.	+	ENSG00000171492.14	89800000	90040000	3	5	12	0.0875541666666667
chr1	89995109	89995110	ZNF326	.	+	ENSG00000162664.17	89800000	90040000	3	5	12	0.187045833333333
chr1	90717301	90717302	BARHL2	.	-	ENSG00000143032.8	90640000	91440000	10	1	3	0.0966275
chr1	91022271	91022272	ZNF644	.	-	ENSG00000122482.21	90600000	91040000	3	5	2	0.0402909090909091
chr1	91404855	91404856	HFM1	.	-	ENSG00000162669.16	91400000	92000000	12	2	3	0.00809333333333334
chr1	91500850	91500851	CDC7	.	+	ENSG00000097046.13	91280000	91520000	3	9	2	0.0797916666666667
chr1	91906334	91906335	TGFBR3	.	-	ENSG00000069702.11	91520000	91960000	3	2	11	0.121965909090909
chr1	91949370	91949371	BRDT	.	+	ENSG00000137948.18	91520000	91960000	3	2	11	0.0241590909090909
chr1	92029984	92029985	EPHX4	.	+	ENSG00000172031.7	92000000	92840000	12	3	28	0.0356952380952381
chr1	92075440	92075441	SETSIP	.	-	ENSG00000230667.5	92000000	92840000	12	3	28	0.0898107142857143
chr1	92080304	92080305	BTBD8	.	+	ENSG00000189195.13	92000000	92840000	12	3	28	0.0956
chr1	92217914	92217915	C1orf146	.	+	ENSG00000203910.9	91960000	92280000	3	11	6	0.19401875
chr1	92298986	92298987	GLMN	.	-	ENSG00000174842.17	92280000	92640000	3	6	1	0.0527416666666667
chr1	92299058	92299059	RPAP2	.	+	ENSG00000122484.9	92280000	92640000	3	6	1	0.0529388888888889
chr1	92486924	92486925	GFI1	.	-	ENSG00000162676.12	92280000	92640000	3	6	1	0.425208333333333
chr1	92792403	92792404	EVI5	.	-	ENSG00000067208.14	92720000	92840000	8	1	28	0.396633333333333
chr1	92832012	92832013	RPL5	.	+	ENSG00000122406.14	92720000	92840000	8	1	28	0.0665666666666667
chr1	92961521	92961522	DIPK1A	.	-	ENSG00000154511.12	92840000	93000000	3	28	25	0.2404875
chr1	93079234	93079235	MTF2	.	+	ENSG00000143033.18	93000000	93080000	3	25	4	0.009575
chr1	93179918	93179919	CCDC18	.	+	ENSG00000122483.17	93080000	93280000	4	4	1	0.49959
chr1	93180515	93180516	TMED5	.	-	ENSG00000117500.13	93080000	93280000	4	4	1	0.49742
chr1	93345906	93345907	DR1	.	+	ENSG00000117505.13	93280000	93640000	4	1	2	0.183072222222222
chr1	93448130	93448131	FNBP1L	.	+	ENSG00000137942.16	93440000	93640000	3	1	2	0.04065
chr1	93847149	93847150	BCAR3	.	-	ENSG00000137936.18	93840000	94040000	3	2	1	0.03575
chr1	93879917	93879918	DNTTIP2	.	-	ENSG00000067334.14	93080000	93880000	5	4	3	0.000102500000000005
chr1	93909455	93909456	GCLM	.	-	ENSG00000023909.10	93000000	93920000	7	25	23	0.0114608695652174
chr1	94121147	94121148	ABCA4	.	-	ENSG00000198691.13	94040000	94360000	3	1	1	0.2535875
chr1	94275067	94275068	ARHGAP29	.	-	ENSG00000137962.13	94040000	94360000	3	1	1	0.2654125
chr1	94418388	94418389	ABCD3	.	+	ENSG00000117528.14	93920000	94440000	9	23	2	0.0415615384615385
chr1	94541758	94541759	F3	.	-	ENSG00000117525.14	94480000	94800000	3	26	4	0.192996875
chr1	94820341	94820342	SLC44A3	.	+	ENSG00000143036.17	94480000	94840000	7	26	15	0.0546083333333333
chr1	94927222	94927223	CNN3	.	-	ENSG00000117519.16	94840000	95080000	7	15	28	0.363429166666667
chr1	95072950	95072951	ALG14	.	-	ENSG00000172339.10	94840000	95080000	7	15	28	0.0293708333333333
chr1	95117354	95117355	TLCD4	.	+	ENSG00000152078.10	95080000	95240000	12	28	19	0.2334625
chr1	95117922	95117923	TLCD4-RWDD3	.	+	ENSG00000271092.5	95080000	95240000	12	28	19	0.2370125
chr1	95234209	95234210	RWDD3	.	+	ENSG00000122481.17	95080000	95240000	12	28	19	0.03619375
chr1	96721664	96721665	PTBP2	.	+	ENSG00000117569.18	96720000	96840000	3	1	1	0.0138666666666667
chr1	97994999	97995000	DPYD	.	-	ENSG00000188641.14	97840000	98040000	4	2	5	0.225
chr1	98661700	98661701	SNX7	.	+	ENSG00000162627.17	98480000	98760000	3	4	1	0.351071428571429
chr1	99005031	99005032	PLPPR5	.	-	ENSG00000117598.13	98520000	99040000	10	9	2	0.0672461538461539
chr1	99263952	99263953	PLPPR4	.	+	ENSG00000117600.12	99160000	99480000	3	9	4	0.32485
chr1	99646112	99646113	PALMD	.	+	ENSG00000099260.11	99480000	99760000	3	4	28	0.406742857142857
chr1	99766630	99766631	FRRS1	.	-	ENSG00000156869.13	99760000	100480000	3	28	11	0.00920972222222222
chr1	99850360	99850361	AGL	.	+	ENSG00000162688.17	99760000	100480000	3	28	11	0.1255
chr1	99969350	99969351	SLC35A3	.	+	ENSG00000117620.15	99760000	100480000	3	28	11	0.290763888888889
chr1	99970010	99970011	AC118553.2	.	+	ENSG00000283761.1	99760000	100480000	3	28	11	0.291680555555556
chr1	100038094	100038095	MFSD14A	.	+	ENSG00000156875.14	99760000	100480000	3	28	11	0.386241666666667
chr1	100132954	100132955	SASS6	.	-	ENSG00000156876.10	99760000	100480000	3	28	11	0.482006944444444
chr1	100133149	100133150	TRMT13	.	+	ENSG00000122435.10	99760000	100480000	3	28	11	0.4817375
chr1	100178272	100178273	LRRC39	.	-	ENSG00000122477.12	99760000	100480000	3	28	11	0.419065277777778
chr1	100249833	100249834	DBT	.	-	ENSG00000137992.14	99760000	100480000	3	28	11	0.319675
chr1	100266206	100266207	RTCA	.	+	ENSG00000137996.12	99760000	100480000	3	28	11	0.296936111111111
chr1	100345000	100345001	CDC14A	.	+	ENSG00000079335.20	99760000	100480000	3	28	11	0.1875
chr1	100538138	100538139	GPR88	.	+	ENSG00000181656.7	100520000	100880000	14	5	15	0.0503833333333333
chr1	100719741	100719742	VCAM1	.	+	ENSG00000162692.12	100520000	100880000	14	5	15	0.445163888888889
chr1	100895178	100895179	EXTL2	.	-	ENSG00000162694.14	100880000	101320000	3	15	1	0.0344977272727273
chr1	100896075	100896076	SLC30A7	.	+	ENSG00000162695.12	100880000	101320000	3	15	1	0.0365340909090909
chr1	101026087	101026088	DPH5	.	-	ENSG00000117543.21	100920000	101360000	24	13	5	0.241109090909091
chr1	101236864	101236865	S1PR1	.	+	ENSG00000170989.10	100880000	101320000	3	15	1	0.188945454545455
chr1	101997029	101997030	OLFM3	.	-	ENSG00000118733.16	101880000	103040000	3	1	28	0.100887931034483
chr1	103108871	103108872	COL11A1	.	-	ENSG00000060718.22	103080000	103600000	3	28	28	0.0555230769230769
chr1	103525690	103525691	RNPC3	.	+	ENSG00000185946.16	103080000	103600000	3	28	28	0.142903846153846
chr1	103553814	103553815	AMY2B	.	+	ENSG00000240038.6	103080000	103600000	3	28	28	0.0888192307692308
chr1	103616810	103616811	AMY2A	.	+	ENSG00000243480.7	103600000	103880000	3	28	28	0.0600357142857143
chr1	103655289	103655290	AMY1A	.	+	ENSG00000237763.9	103600000	103880000	3	28	28	0.197460714285714
chr1	103696679	103696680	AMY1B	.	-	ENSG00000174876.16	103600000	103880000	3	28	28	0.345285714285714
chr1	103750405	103750406	AMY1C	.	+	ENSG00000187733.6	103600000	103880000	3	28	28	0.462839285714286
chr1	107056673	107056674	PRMT6	.	+	ENSG00000198890.9	106360000	107160000	6	1	14	0.12915875
chr1	107140006	107140007	NTNG1	.	+	ENSG00000162631.18	106360000	107160000	6	1	14	0.0249925
chr1	107965179	107965180	VAV3	.	-	ENSG00000134215.16	107760000	108200000	3	8	28	0.466318181818182
chr1	108200848	108200849	SLC25A24	.	-	ENSG00000085491.17	108200000	108480000	3	28	28	0.00303214285714287
chr1	108244080	108244081	NBPF4	.	-	ENSG00000196427.13	108200000	108480000	3	28	28	0.157432142857143
chr1	108450281	108450282	NBPF6	.	+	ENSG00000186086.18	108200000	108480000	3	28	28	0.106139285714286
chr1	108560088	108560089	FAM102B	.	+	ENSG00000162636.16	108480000	108760000	3	28	4	0.286028571428571
chr1	108661525	108661526	HENMT1	.	-	ENSG00000162639.16	108480000	108760000	3	28	4	0.351692857142857
chr1	108692309	108692310	PRPF38B	.	+	ENSG00000134186.12	108480000	108760000	3	28	4	0.241753571428571
chr1	108712907	108712908	FNDC7	.	+	ENSG00000143107.10	108480000	108760000	3	28	4	0.168189285714286
chr1	108746673	108746674	STXBP3	.	+	ENSG00000116266.11	108480000	108760000	3	28	4	0.0475964285714286
chr1	108875349	108875350	GPSM2	.	+	ENSG00000121957.14	108480000	108920000	7	28	4	0.101479545454545
chr1	108963456	108963457	CLCC1	.	-	ENSG00000121940.15	108960000	109040000	5	2	2	0.0432125
chr1	108963483	108963484	AKNAD1	.	-	ENSG00000162641.20	108960000	109040000	5	2	2	0.04355
chr1	109042112	109042113	WDR47	.	-	ENSG00000085433.15	109040000	109240000	4	2	3	0.010565
chr1	109076002	109076003	TAF13	.	-	ENSG00000197780.10	108760000	109080000	3	4	1	0.012490625
chr1	109090763	109090764	TMEM167B	.	+	ENSG00000215717.7	109080000	109240000	3	1	3	0.06726875
chr1	109113678	109113679	KIAA1324	.	+	ENSG00000116299.17	109080000	109240000	3	1	3	0.2104875
chr1	109113856	109113857	C1orf194	.	-	ENSG00000179902.12	109080000	109240000	3	1	3	0.21160625
chr1	109213917	109213918	SARS1	.	+	ENSG00000031698.13	109080000	109240000	3	1	3	0.16301875
chr1	109249538	109249539	CELSR2	.	+	ENSG00000143126.8	109240000	109440000	3	3	1	0.04769
chr1	109283185	109283186	PSRC1	.	-	ENSG00000134222.16	109240000	109440000	3	3	1	0.21593
chr1	109307010	109307011	MYBPHL	.	-	ENSG00000221986.7	109240000	109440000	3	3	1	0.335055
chr1	109397917	109397918	SORT1	.	-	ENSG00000134243.12	109240000	109440000	3	3	1	0.21041
chr1	109426447	109426448	PSMA5	.	-	ENSG00000143106.13	109240000	109440000	3	3	1	0.06776
chr1	109466545	109466546	SYPL2	.	+	ENSG00000143028.9	109440000	109680000	3	1	28	0.110604166666667
chr1	109483478	109483479	ATXN7L2	.	+	ENSG00000162650.16	109440000	109680000	3	1	28	0.181158333333333
chr1	109494051	109494052	CYB561D1	.	+	ENSG00000174151.14	109440000	109680000	3	1	28	0.2252125
chr1	109509737	109509738	AMIGO1	.	-	ENSG00000181754.7	109440000	109680000	3	1	28	0.290575
chr1	109539871	109539872	GPR61	.	+	ENSG00000156097.12	109440000	109680000	3	1	28	0.416129166666667
chr1	109548614	109548615	GNAI3	.	+	ENSG00000065135.12	109440000	109680000	3	1	28	0.452558333333333
chr1	109616103	109616104	AMPD2	.	+	ENSG00000116337.19	109440000	109680000	3	1	28	0.2662375
chr1	109619928	109619929	GNAT2	.	-	ENSG00000134183.12	109440000	109680000	3	1	28	0.250295833333333
chr1	109656098	109656099	GSTM4	.	+	ENSG00000168765.17	109440000	109680000	3	1	28	0.0995916666666667
chr1	109668021	109668022	GSTM2	.	+	ENSG00000213366.13	109440000	109680000	3	1	28	0.0499125
chr1	109687813	109687814	GSTM1	.	+	ENSG00000134184.13	109680000	109720000	3	28	28	0.195325
chr1	109711779	109711780	GSTM5	.	+	ENSG00000134201.12	109680000	109720000	3	28	28	0.205525
chr1	109741037	109741038	GSTM3	.	-	ENSG00000134202.11	109720000	110040000	3	28	4	0.06574375
chr1	109764026	109764027	EPS8L3	.	-	ENSG00000198758.10	109720000	110040000	3	28	4	0.137584375
chr1	109910241	109910242	CSF1	.	+	ENSG00000184371.14	109720000	110040000	3	28	4	0.405496875
chr1	109984764	109984765	AHCYL1	.	+	ENSG00000168710.18	109720000	110040000	3	28	4	0.1726125
chr1	110031576	110031577	STRIP1	.	+	ENSG00000143093.15	109720000	110040000	3	28	4	0.026325
chr1	110070671	110070672	ALX3	.	-	ENSG00000156150.9	110040000	110520000	3	4	17	0.0639
chr1	110112442	110112443	UBL4B	.	+	ENSG00000186150.5	109720000	110120000	7	28	2	0.018895
chr1	110150493	110150494	SLC6A17	.	+	ENSG00000197106.7	110120000	110520000	7	2	17	0.0762325
chr1	110211342	110211343	KCNC4	.	+	ENSG00000116396.14	110120000	110520000	7	2	17	0.228355
chr1	110338505	110338506	RBM15	.	+	ENSG00000162775.16	110120000	110520000	7	2	17	0.4537375
chr1	110391081	110391082	SLC16A4	.	-	ENSG00000168679.18	110120000	110520000	7	2	17	0.322295
chr1	110407941	110407942	LAMTOR5	.	-	ENSG00000134248.13	110120000	110520000	7	2	17	0.280145
chr1	110451148	110451149	PROK1	.	+	ENSG00000143125.6	110120000	110520000	7	2	17	0.17213
chr1	110519174	110519175	KCNA10	.	-	ENSG00000143105.7	110120000	110520000	7	2	17	0.00206250000000002
chr1	110631473	110631474	KCNA2	.	-	ENSG00000177301.15	110520000	110800000	3	17	6	0.398121428571429
chr1	110674939	110674940	KCNA3	.	-	ENSG00000177272.9	110520000	110800000	3	17	6	0.446642857142857
chr1	110871187	110871188	CD53	.	+	ENSG00000143119.14	110800000	111040000	6	6	1	0.2966125
chr1	110963964	110963965	LRIF1	.	-	ENSG00000121931.16	110800000	111040000	6	6	1	0.3168125
chr1	111139626	111139627	CEPT1	.	+	ENSG00000134255.14	111120000	111440000	3	20	28	0.06133125
chr1	111140215	111140216	DRAM2	.	-	ENSG00000156171.14	111120000	111440000	3	20	28	0.063175
chr1	111200770	111200771	CHI3L2	.	+	ENSG00000064886.14	111120000	111440000	3	20	28	0.25240625
chr1	111204534	111204535	DENND2D	.	-	ENSG00000162777.17	111120000	111440000	3	20	28	0.264171875
chr1	111290850	111290851	CHIA	.	+	ENSG00000134216.19	111120000	111440000	3	20	28	0.46609375
chr1	111346599	111346600	PIFO	.	+	ENSG00000173947.14	111120000	111440000	3	20	28	0.291878125
chr1	111427734	111427735	OVGP1	.	-	ENSG00000085465.13	111120000	111440000	3	20	28	0.038328125
chr1	111448863	111448864	ATP5PB	.	+	ENSG00000116459.11	111440000	111680000	3	28	1	0.0369291666666667
chr1	111449255	111449256	WDR77	.	-	ENSG00000116455.14	111440000	111680000	3	28	1	0.0385666666666667
chr1	111473791	111473792	C1orf162	.	+	ENSG00000143110.11	111440000	111680000	3	28	1	0.140795833333333
chr1	111503632	111503633	ADORA3	.	-	ENSG00000282608.2	111440000	111680000	3	28	1	0.2651375
chr1	111542217	111542218	RAP1A	.	+	ENSG00000116473.14	111440000	111680000	3	28	1	0.425904166666667
chr1	111563961	111563962	TMIGD3	.	-	ENSG00000121933.19	111440000	111680000	3	28	1	0.483491666666667
chr1	111755244	111755245	DDX20	.	+	ENSG00000064703.12	111440000	111760000	4	28	6	0.0148625
chr1	111755823	111755824	INKA2	.	-	ENSG00000197852.12	111440000	111760000	4	28	6	0.01305
chr1	111989154	111989155	KCND3	.	-	ENSG00000171385.9	111800000	112000000	3	6	2	0.054225
chr1	112396213	112396214	CTTNBP2NL	.	+	ENSG00000143079.15	112360000	112720000	3	28	28	0.100591666666667
chr1	112466540	112466541	WNT2B	.	+	ENSG00000134245.18	112360000	112720000	3	28	28	0.295944444444444
chr1	112619804	112619805	CAPZA1	.	+	ENSG00000116489.13	112360000	112720000	3	28	28	0.278322222222222
chr1	112620824	112620825	ST7L	.	-	ENSG00000007341.19	112360000	112720000	3	28	28	0.275486111111111
chr1	112673140	112673141	MOV10	.	+	ENSG00000155363.18	112360000	112720000	3	28	28	0.130166666666667
chr1	112707433	112707434	RHOC	.	-	ENSG00000155366.16	112360000	112720000	3	28	28	0.0349055555555556
chr1	112711432	112711433	AL603832.3	.	-	ENSG00000271810.5	112360000	112720000	3	28	28	0.0237972222222222
chr1	112715476	112715477	PPM1J	.	-	ENSG00000155367.15	112360000	112720000	3	28	28	0.0125638888888889
chr1	112720418	112720419	TAFA3	.	+	ENSG00000184599.13	112720000	113080000	3	28	15	0.00116111111111111
chr1	112957012	112957013	SLC16A1	.	-	ENSG00000155380.11	112720000	113080000	3	28	15	0.341630555555556
chr1	113073197	113073198	LRIG2	.	+	ENSG00000198799.12	112720000	113080000	3	28	15	0.0188972222222222
chr1	113390514	113390515	MAGI3	.	+	ENSG00000081026.19	113120000	113720000	5	5	3	0.450856666666667
chr1	113759488	113759489	PHTF1	.	-	ENSG00000116793.16	113720000	113800000	6	3	25	0.4936125
chr1	113812475	113812476	RSBN1	.	-	ENSG00000081019.13	113800000	113960000	6	25	4	0.077975
chr1	113871752	113871753	PTPN22	.	-	ENSG00000134242.16	113800000	113960000	6	25	4	0.44845625
chr1	113887580	113887581	BCL2L15	.	-	ENSG00000188761.13	113800000	113960000	6	25	4	0.45261875
chr1	113905200	113905201	AP4B1	.	-	ENSG00000134262.13	113800000	113960000	6	25	4	0.34249375
chr1	113905212	113905213	DCLRE1B	.	+	ENSG00000118655.7	113800000	113960000	6	25	4	0.342425
chr1	113929323	113929324	HIPK1	.	+	ENSG00000163349.22	113800000	113960000	6	25	4	0.19173125
chr1	113979390	113979391	OLFML3	.	+	ENSG00000116774.12	113960000	114320000	3	4	10	0.0538611111111111
chr1	114153918	114153919	SYT6	.	-	ENSG00000134207.16	113960000	114320000	3	4	10	0.461336111111111
chr1	114511202	114511203	TRIM33	.	-	ENSG00000197323.12	114320000	114560000	3	10	1	0.203320833333333
chr1	114581628	114581629	BCAS2	.	-	ENSG00000116752.6	114560000	114800000	3	1	20	0.0901208333333333
chr1	114670421	114670422	DENND2C	.	-	ENSG00000175984.15	114560000	114800000	3	1	20	0.460091666666667
chr1	114695617	114695618	AMPD1	.	-	ENSG00000116748.21	114560000	114800000	3	1	20	0.434925
chr1	114716770	114716771	NRAS	.	-	ENSG00000213281.5	114560000	114800000	3	1	20	0.3467875
chr1	114758675	114758676	CSDE1	.	-	ENSG00000009307.16	114560000	114800000	3	1	20	0.172183333333333
chr1	114780684	114780685	SIKE1	.	-	ENSG00000052723.11	114560000	114800000	3	1	20	0.0804791666666667
chr1	114854862	114854863	SYCP1	.	+	ENSG00000198765.12	114840000	115600000	11	7	10	0.0195552631578947
chr1	115029825	115029826	TSHB	.	+	ENSG00000134200.4	114800000	115120000	3	20	4	0.281796875
chr1	115089502	115089503	TSPAN2	.	-	ENSG00000134198.10	114800000	115120000	3	20	4	0.095303125
chr1	115338248	115338249	NGF	.	-	ENSG00000134259.4	115160000	115520000	5	2	2	0.495136111111111
chr1	115641969	115641970	VANGL1	.	+	ENSG00000173218.15	115600000	115800000	3	10	19	0.209845
chr1	115768780	115768781	CASQ2	.	-	ENSG00000118729.11	115600000	115800000	3	10	19	0.156095
chr1	115843916	115843917	NHLH2	.	-	ENSG00000177551.5	115800000	116120000	3	19	26	0.137240625
chr1	115976512	115976513	SLC22A15	.	+	ENSG00000163393.13	115600000	116040000	11	10	1	0.144290909090909
chr1	116111754	116111755	MAB21L3	.	+	ENSG00000173212.4	116040000	116120000	11	1	26	0.103075
chr1	116372667	116372668	ATP1A1	.	+	ENSG00000163399.16	116360000	116560000	3	1	28	0.063335
chr1	116571038	116571039	CD58	.	-	ENSG00000116815.16	116560000	116720000	3	28	1	0.06899375
chr1	116667754	116667755	IGSF3	.	-	ENSG00000143061.17	116560000	116720000	3	28	1	0.32653125
chr1	116754429	116754430	CD2	.	+	ENSG00000116824.5	116720000	117080000	3	1	28	0.0956361111111111
chr1	116909915	116909916	PTGFRN	.	+	ENSG00000134247.10	116720000	117080000	3	1	28	0.472458333333333
chr1	117001749	117001750	CD101	.	+	ENSG00000134256.12	116720000	117080000	3	1	28	0.217363888888889
chr1	117060325	117060326	TTF2	.	+	ENSG00000116830.12	116720000	117080000	3	1	28	0.0546527777777778
chr1	117122586	117122587	TRIM45	.	-	ENSG00000134253.10	117080000	117320000	3	28	17	0.177445833333333
chr1	117210959	117210960	VTCN1	.	-	ENSG00000134258.17	117080000	117320000	3	28	17	0.454333333333333
chr1	117367448	117367449	MAN1A2	.	+	ENSG00000198162.12	117320000	117480000	5	17	3	0.29655
chr1	117606047	117606048	TENT5C	.	+	ENSG00000183508.5	117520000	117760000	3	2	1	0.358529166666667
chr1	117929620	117929621	GDAP2	.	-	ENSG00000196505.11	117760000	117960000	3	1	28	0.151895
chr1	117929719	117929720	WDR3	.	+	ENSG00000065183.16	117760000	117960000	3	1	28	0.151405
chr1	118185227	118185228	SPAG17	.	-	ENSG00000155761.14	118160000	118760000	3	2	1	0.0420466666666667
chr1	118989555	118989556	TBX15	.	-	ENSG00000092607.15	118760000	119000000	3	1	2	0.0435166666666667
chr1	119140670	119140671	WARS2	.	-	ENSG00000116874.11	119000000	119280000	4	2	8	0.497603571428572
chr1	119368778	119368779	HAO2	.	+	ENSG00000116882.14	119280000	119400000	4	8	4	0.260183333333333
chr1	119414930	119414931	HSD3B2	.	+	ENSG00000203859.10	119400000	119600000	3	4	6	0.07465
chr1	119507197	119507198	HSD3B1	.	+	ENSG00000203857.10	119400000	119600000	3	4	6	0.464015
chr1	119648265	119648266	ZNF697	.	-	ENSG00000143067.5	119600000	119680000	5	6	1	0.396675
chr1	119648410	119648411	PHGDH	.	+	ENSG00000092621.12	119600000	119680000	5	6	1	0.394875
chr1	119768904	119768905	HMGCS2	.	-	ENSG00000134240.12	119720000	119960000	3	1	28	0.203770833333333
chr1	119811579	119811580	REG4	.	-	ENSG00000134193.15	119720000	119960000	3	1	28	0.381583333333333
chr1	119896514	119896515	ADAM30	.	-	ENSG00000134249.7	119720000	119960000	3	1	28	0.264520833333333
chr1	120100778	120100779	NOTCH2	.	-	ENSG00000134250.20	119960000	145840000	3	28	28	0.00543968315301391
chr1	120176519	120176520	SEC22B	.	-	ENSG00000265808.4	119960000	145840000	3	28	28	0.00836630602782074
chr1	120723945	120723946	AC253572.1	.	+	ENSG00000286106.1	119960000	145840000	3	28	28	0.0295187403400309
chr1	120723948	120723949	NBPF26	.	+	ENSG00000273136.7	119960000	145840000	3	28	28	0.0295188562596599
chr1	120889745	120889746	PPIAL4A	.	+	ENSG00000263353.3	119960000	145840000	3	28	28	0.0359252318392581
chr1	121087344	121087345	FCGR1B	.	+	ENSG00000198019.13	119960000	145840000	3	28	28	0.0435604327666151
chr1	121184810	121184811	SRGAP2C	.	+	ENSG00000171943.12	119960000	145840000	3	28	28	0.0473265069551778
chr1	121185538	121185539	FAM72B	.	-	ENSG00000188610.12	119960000	145840000	3	28	28	0.0473546754250386
chr1	143905965	143905966	H3-2	.	-	ENSG00000273213.3	119960000	145840000	3	28	28	0.0747308346213292
chr1	143971964	143971965	FAM72C	.	-	ENSG00000263513.5	119960000	145840000	3	28	28	0.0721806414219475
chr1	144373658	144373659	PPIAL4E	.	-	ENSG00000271567.1	119960000	145840000	3	28	28	0.0566592349304482
chr1	144461673	144461674	NBPF15	.	-	ENSG00000266338.6	119960000	145840000	3	28	28	0.0532583462132921
chr1	144592867	144592868	PPIAL4F	.	+	ENSG00000279782.2	119960000	145840000	3	28	28	0.0481890649149923
chr1	145095527	145095528	SRGAP2B	.	-	ENSG00000196369.11	119960000	145840000	3	28	28	0.0287663060278207
chr1	145095973	145095974	FAM72D	.	+	ENSG00000215784.6	119960000	145840000	3	28	28	0.0287491112828439
chr1	145242123	145242124	PPIAL4D	.	-	ENSG00000256374.2	119960000	145840000	3	28	28	0.0231018547140649
chr1	145405777	145405778	NBPF20	.	-	ENSG00000162825.16	119960000	145840000	3	28	28	0.01677828438949
chr1	145607987	145607988	GPR89A	.	+	ENSG00000117262.19	119960000	145840000	3	28	28	0.00896495363214839
chr1	145708147	145708148	PDZK1	.	-	ENSG00000174827.14	119960000	145840000	3	28	28	0.00509474497681606
chr1	145719470	145719471	CD160	.	+	ENSG00000117281.16	119960000	145840000	3	28	28	0.00465726429675423
