chr	start_TSS	end_TSS	name	score	strand	Ensembl_ID	start_TAD	end_TAD	w_TAD	order_lower_TAD	order_upper_TAD	Fraction
chr1	243851078	243851079	AKT3	.	-	ENSG00000117020.18	243680000	244280000	4	1	3	0.285131666666667
chr1	244048938	244048939	ZBTB18	.	+	ENSG00000179456.10	243680000	244280000	4	1	3	0.385103333333333
chr1	244352634	244352635	C1orf100	.	+	ENSG00000173728.11	244320000	244480000	6	13	24	0.2039625
chr1	244451908	244451909	ADSS2	.	-	ENSG00000035687.10	244320000	244480000	6	13	24	0.17556875
chr1	244454376	244454377	CATSPERE	.	+	ENSG00000179397.18	244320000	244480000	6	13	24	0.16015
chr1	244653102	244653103	DESI2	.	+	ENSG00000121644.19	244560000	245080000	5	1	19	0.179042307692308
chr1	244730961	244730962	AL451007.3	.	-	ENSG00000284188.2	244520000	244800000	28	1	15	0.246564285714286
chr1	244835615	244835616	COX20	.	+	ENSG00000203667.10	244800000	245040000	22	15	9	0.148395833333333
chr1	244864559	244864560	HNRNPU	.	-	ENSG00000153187.20	244800000	245040000	22	15	9	0.269
chr1	244969704	244969705	EFCAB2	.	+	ENSG00000203666.12	244800000	245040000	22	15	9	0.2929
chr1	245154984	245154985	KIF26B	.	+	ENSG00000162849.16	245080000	246000000	3	19	3	0.081504347826087
chr1	246507311	246507312	SMYD3	.	-	ENSG00000185420.19	245080000	246520000	11	19	9	0.0088111111111111
chr1	246566260	246566261	TFB2M	.	-	ENSG00000162851.8	246520000	246760000	11	9	12	0.192754166666667
chr1	246566443	246566444	CNST	.	+	ENSG00000162852.14	246520000	246760000	11	9	12	0.1935125
chr1	246724408	246724409	SCCPDH	.	+	ENSG00000143653.10	246520000	246760000	11	9	12	0.1483
chr1	246931966	246931967	AHCTF1	.	-	ENSG00000153207.15	246840000	247880000	23	1	28	0.0884298076923077
chr1	247008092	247008093	ZNF695	.	-	ENSG00000197472.15	246840000	247880000	23	1	28	0.161627884615385
chr1	247078810	247078811	ZNF670	.	-	ENSG00000277462.2	246840000	247880000	23	1	28	0.229625961538462
chr1	247078810	247078811	ZNF670-ZNF695	.	-	ENSG00000135747.11	246840000	247880000	23	1	28	0.229625961538462
chr1	247104371	247104372	ZNF669	.	-	ENSG00000188295.14	246800000	247360000	5	11	10	0.456478571428571
chr1	247172015	247172016	ZNF124	.	-	ENSG00000196418.12	246800000	247360000	5	11	10	0.335685714285714
chr1	247331845	247331846	ZNF496	.	-	ENSG00000162714.12	246800000	247360000	5	11	10	0.050275
chr1	247416155	247416156	NLRP3	.	+	ENSG00000162711.17	247360000	247680000	3	10	2	0.175484375
chr1	247458104	247458105	OR2B11	.	-	ENSG00000177535.8	247360000	247680000	3	10	2	0.306578125
chr1	247507057	247507058	GCSAML	.	+	ENSG00000169224.13	247360000	247680000	3	10	2	0.459553125
chr1	247532612	247532613	GCSAML-AS1	.	-	ENSG00000284824.1	247360000	247680000	3	10	2	0.460584375
chr1	247536439	247536440	OR2C3	.	-	ENSG00000196242.10	247360000	247680000	3	10	2	0.448625
chr1	247588359	247588360	OR2G2	.	+	ENSG00000177489.1	247360000	247680000	3	10	2	0.286378125
chr1	247605585	247605586	OR2G3	.	+	ENSG00000177476.3	247360000	247680000	3	10	2	0.232546875
chr1	247679738	247679739	OR13G1	.	-	ENSG00000197437.4	247360000	247680000	3	10	2	0.000815624999999987
chr1	247716645	247716646	OR6F1	.	-	ENSG00000169214.4	247680000	247880000	3	2	28	0.18323
chr1	247723763	247723764	AC118470.1	.	-	ENSG00000239395.2	247680000	247880000	3	2	28	0.21882
chr1	247724042	247724043	OR14A2	.	-	ENSG00000241128.2	247680000	247880000	3	2	28	0.220215
chr1	247738614	247738615	OR14K1	.	+	ENSG00000153230.4	247680000	247880000	3	2	28	0.29307
chr1	247760555	247760556	OR1C1	.	-	ENSG00000221888.4	247680000	247880000	3	2	28	0.40278
chr1	247824118	247824119	OR14A16	.	-	ENSG00000196772.4	247680000	247880000	3	2	28	0.279405
chr1	247841895	247841896	OR11L1	.	-	ENSG00000197591.3	247680000	247880000	3	2	28	0.19052
chr1	247857186	247857187	TRIM58	.	+	ENSG00000162722.9	247680000	247880000	3	2	28	0.11407
chr1	247895586	247895587	OR2W3	.	+	ENSG00000238243.3	247880000	247920000	3	28	28	0.38965
chr1	247920251	247920252	OR2T8	.	+	ENSG00000177462.7	247920000	248160000	3	28	28	0.00104583333333336
chr1	247924888	247924889	OR2AJ1	.	+	ENSG00000177275.4	247920000	248160000	3	28	28	0.0203666666666666
chr1	247948857	247948858	OR2L8	.	+	ENSG00000279263.1	247920000	248160000	3	28	28	0.1202375
chr1	247965232	247965233	OR2AK2	.	+	ENSG00000187080.9	247920000	248160000	3	28	28	0.188466666666667
chr1	248013659	248013660	OR2L5	.	+	ENSG00000197454.2	247920000	248160000	3	28	28	0.390245833333333
chr1	248030069	248030070	OR2L2	.	+	ENSG00000203663.4	247920000	248160000	3	28	28	0.458620833333333
chr1	248046835	248046836	OR2L3	.	+	ENSG00000198128.4	247920000	248160000	3	28	28	0.471520833333333
chr1	248095183	248095184	OR2L13	.	+	ENSG00000196071.5	247920000	248160000	3	28	28	0.270070833333333
chr1	248145147	248145148	OR2M5	.	+	ENSG00000162727.3	247920000	248160000	3	28	28	0.0618875
chr1	248174820	248174821	OR2M2	.	+	ENSG00000198601.3	248160000	248680000	3	28	28	0.0285
chr1	248197264	248197265	OR2M3	.	+	ENSG00000228198.3	248160000	248680000	3	28	28	0.0716615384615384
chr1	248231416	248231417	OR2M4	.	+	ENSG00000171180.2	248160000	248680000	3	28	28	0.137338461538462
chr1	248277975	248277976	OR2T33	.	-	ENSG00000177212.4	248160000	248680000	3	28	28	0.226876923076923
chr1	248303423	248303424	OR2T12	.	-	ENSG00000177201.2	248160000	248680000	3	28	28	0.275815384615385
chr1	248324567	248324568	OR2M7	.	-	ENSG00000177186.3	248160000	248680000	3	28	28	0.316476923076923
chr1	248348774	248348775	OR14C36	.	+	ENSG00000177174.1	248160000	248680000	3	28	28	0.363026923076923
chr1	248361580	248361581	OR2T4	.	+	ENSG00000196944.4	248160000	248680000	3	28	28	0.387653846153846
chr1	248375745	248375746	OR2T6	.	+	ENSG00000198104.3	248160000	248680000	3	28	28	0.414894230769231
chr1	248403047	248403048	OR2T1	.	+	ENSG00000175143.4	248160000	248680000	3	28	28	0.467398076923077
chr1	248445511	248445512	OR2T2	.	+	ENSG00000196240.4	248160000	248680000	3	28	28	0.450940384615385
chr1	248473350	248473351	OR2T3	.	+	ENSG00000196539.3	248160000	248680000	3	28	28	0.397403846153846
chr1	248488588	248488589	OR2T5	.	+	ENSG00000203661.4	248160000	248680000	3	28	28	0.3681
chr1	248508072	248508073	OR2G6	.	+	ENSG00000188558.6	248160000	248680000	3	28	28	0.330630769230769
chr1	248562771	248562772	OR2T29	.	-	ENSG00000182783.5	248160000	248680000	3	28	28	0.225438461538462
chr1	248574756	248574757	OR2T34	.	-	ENSG00000183310.3	248160000	248680000	3	28	28	0.202390384615385
chr1	248597699	248597700	OR2T10	.	-	ENSG00000184022.4	248160000	248680000	3	28	28	0.158269230769231
chr1	248635090	248635091	OR2T11	.	-	ENSG00000279301.4	248160000	248680000	3	28	28	0.0863634615384615
chr1	248645277	248645278	OR2T35	.	-	ENSG00000177151.4	248160000	248680000	3	28	28	0.0667730769230769
chr1	248655527	248655528	OR2T27	.	-	ENSG00000187701.4	248160000	248680000	3	28	28	0.0470615384615385
chr1	248682327	248682328	OR14I1	.	-	ENSG00000189181.5	248680000	248956422	3	28	28	0.00842190563703321
chr1	248748348	248748349	CR589904.2	.	-	ENSG00000286015.1	248680000	248956422	3	28	28	0.24726324243367
chr1	248755758	248755759	LYPD8	.	-	ENSG00000259823.6	248680000	248956422	3	28	28	0.274070081252578
chr1	248825914	248825915	SH3BP5L	.	-	ENSG00000175137.11	248680000	248956422	3	28	28	0.472129570005282
chr1	248838209	248838210	ZNF672	.	+	ENSG00000171161.13	248680000	248956422	3	28	28	0.427654094102495
chr1	248859143	248859144	ZNF692	.	-	ENSG00000171163.15	248680000	248956422	3	28	28	0.351918443539226
chr1	248906195	248906196	PGBD2	.	+	ENSG00000185220.12	248680000	248956422	3	28	28	0.181704061181816
chr2	46869	46870	FAM110C	.	-	ENSG00000184731.6	0	160000	3	28	1	0.2929375
chr2	264139	264140	ACP1	.	+	ENSG00000143727.16	240000	680000	9	1	28	0.0548613636363636
chr2	266397	266398	SH3YL1	.	-	ENSG00000035115.22	240000	680000	9	1	28	0.0599954545454545
chr2	288850	288851	ALKAL2	.	-	ENSG00000189292.16	160000	320000	3	1	6	0.19468125
chr2	677405	677406	TMEM18	.	-	ENSG00000151353.15	360000	680000	29	1	28	0.00810624999999998
chr2	950848	950849	SNTG2	.	+	ENSG00000172554.12	680000	960000	5	28	2	0.0326857142857143
chr2	1374065	1374066	TPO	.	+	ENSG00000115705.22	1200000	1520000	3	2	6	0.456046875
chr2	1744851	1744852	PXDN	.	-	ENSG00000130508.11	1520000	1840000	3	6	28	0.2973375
chr2	2331663	2331664	MYT1L	.	-	ENSG00000186487.19	2320000	2480000	5	8	1	0.0729
chr2	3377881	3377882	EIPR1	.	-	ENSG00000032389.12	3360000	3680000	3	8	20	0.05588125
chr2	3379674	3379675	TRAPPC12	.	+	ENSG00000171853.16	3360000	3680000	3	8	20	0.06148125
chr2	3519530	3519531	ADI1	.	-	ENSG00000182551.14	3400000	3680000	10	1	20	0.426896428571429
chr2	3558332	3558333	AC108488.2	.	-	ENSG00000286905.1	3400000	3680000	10	1	20	0.434525
chr2	3558332	3558333	RNASEH1	.	-	ENSG00000171865.10	3400000	3680000	10	1	20	0.434525
chr2	3575259	3575260	RPS7	.	+	ENSG00000171863.15	3400000	3680000	10	1	20	0.374075
chr2	3594831	3594832	COLEC11	.	+	ENSG00000118004.18	3400000	3680000	10	1	20	0.304175
chr2	3658199	3658200	ALLC	.	+	ENSG00000151360.10	3400000	3680000	10	1	20	0.0778607142857143
chr2	3703574	3703575	DCDC2C	.	+	ENSG00000214866.9	1840000	3720000	17	28	8	0.00873723404255317
chr2	5692383	5692384	SOX11	.	+	ENSG00000176887.7	5360000	5960000	3	3	3	0.446028333333333
chr2	6865805	6865806	RSAD2	.	+	ENSG00000134321.12	6840000	7080000	3	28	26	0.107520833333333
chr2	6866634	6866635	CMPK2	.	-	ENSG00000134326.11	6840000	7080000	3	28	26	0.110979166666667
chr2	6917411	6917412	RNF144A	.	+	ENSG00000151692.15	6840000	7080000	3	28	26	0.322545833333333
chr2	8678844	8678845	ID2	.	+	ENSG00000115738.10	7680000	8680000	3	2	1	0.00115599999999999
chr2	8837629	8837630	KIDINS220	.	-	ENSG00000134313.15	7080000	8840000	27	26	4	0.00134659090909089
chr2	9003708	9003709	MBOAT2	.	-	ENSG00000143797.12	8840000	9120000	27	4	13	0.415325
chr2	9206764	9206765	ASAP2	.	+	ENSG00000151693.11	9160000	9400000	3	2	17	0.19485
chr2	9423546	9423547	ITGB1BP1	.	-	ENSG00000119185.12	9120000	9440000	6	13	11	0.051415625
chr2	9423650	9423651	CPSF3	.	+	ENSG00000119203.14	9120000	9440000	6	13	11	0.05109375
chr2	9473657	9473658	IAH1	.	+	ENSG00000134330.19	9440000	9800000	6	11	28	0.0934916666666666
chr2	9556731	9556732	ADAM17	.	-	ENSG00000151694.14	9440000	9800000	6	11	28	0.324255555555556
chr2	9630996	9630997	YWHAQ	.	-	ENSG00000134308.14	9440000	9800000	6	11	28	0.469452777777778
chr2	9843442	9843443	TAF1B	.	+	ENSG00000115750.17	9800000	10080000	6	28	25	0.15515
chr2	9951692	9951693	GRHL1	.	+	ENSG00000134317.18	9800000	10080000	6	28	25	0.458242857142857
chr2	10042848	10042849	KLF11	.	+	ENSG00000172059.11	9800000	10080000	6	28	25	0.132685714285714
chr2	10080943	10080944	CYS1	.	-	ENSG00000205795.4	10080000	10440000	6	25	4	0.00262222222222225
chr2	10120697	10120698	RRM2	.	+	ENSG00000171848.15	10120000	10440000	3	3	4	0.00217812499999998
chr2	10302888	10302889	HPCAL1	.	+	ENSG00000115756.13	10120000	10440000	3	3	4	0.428475
chr2	10448326	10448327	ODC1	.	-	ENSG00000115758.13	10440000	10680000	3	4	2	0.0346958333333333
chr2	10689986	10689987	NOL10	.	-	ENSG00000115761.16	10680000	10840000	3	2	1	0.06241875
chr2	10721099	10721100	ATP6V1C2	.	+	ENSG00000143882.12	10720000	10800000	12	10	19	0.0137375
chr2	10837976	10837977	PDIA6	.	-	ENSG00000143870.12	10680000	10840000	3	2	1	0.01264375
chr2	10911933	10911934	KCNF1	.	+	ENSG00000162975.5	10840000	11120000	3	1	11	0.256903571428571
chr2	11133127	11133128	C2orf50	.	+	ENSG00000150873.12	11120000	11200000	14	11	6	0.1640875
chr2	11155197	11155198	SLC66A3	.	+	ENSG00000162976.13	11120000	11200000	14	11	6	0.4399625
chr2	11348329	11348330	ROCK2	.	-	ENSG00000134318.14	11240000	11440000	20	16	18	0.45835
chr2	11466176	11466177	E2F6	.	-	ENSG00000169016.17	11240000	11480000	13	16	7	0.0575958333333333
chr2	11482340	11482341	GREB1	.	+	ENSG00000196208.14	11480000	11680000	15	7	14	0.0117
chr2	11670194	11670195	NTSR2	.	-	ENSG00000169006.7	11480000	11680000	15	7	14	0.049025
chr2	11677594	11677595	LPIN1	.	+	ENSG00000134324.11	11480000	11680000	15	7	14	0.01203
chr2	12716888	12716889	TRIB2	.	+	ENSG00000071575.11	11840000	12720000	4	2	2	0.00353636363636362
chr2	14632699	14632700	LRATD1	.	+	ENSG00000162981.14	13480000	14640000	3	4	2	0.00629396551724137
chr2	15561333	15561334	NBAS	.	-	ENSG00000151779.13	14960000	15600000	7	1	25	0.060415625
chr2	15591177	15591178	DDX1	.	+	ENSG00000079785.15	14960000	15600000	7	1	25	0.0137859375
chr2	15940549	15940550	MYCN	.	+	ENSG00000134323.12	15920000	16520000	3	4	7	0.0342483333333333
chr2	16666330	16666331	FAM49A	.	-	ENSG00000197872.11	16600000	16760000	7	8	7	0.41456875
chr2	17518438	17518439	RAD51AP2	.	-	ENSG00000214842.5	17160000	17680000	3	1	13	0.310694230769231
chr2	17539125	17539126	VSNL1	.	+	ENSG00000163032.12	17160000	17680000	3	1	13	0.270913461538462
chr2	17753857	17753858	GEN1	.	+	ENSG00000178295.15	17720000	18360000	22	15	8	0.0529015625
chr2	17800241	17800242	SMC6	.	-	ENSG00000163029.16	17720000	18360000	22	15	8	0.125378125
chr2	17816459	17816460	MSGN1	.	+	ENSG00000151379.4	17720000	18360000	22	15	8	0.1507171875
chr2	17877846	17877847	KCNS3	.	+	ENSG00000170745.12	17720000	18360000	22	15	8	0.246634375
chr2	18560678	18560679	RDH14	.	-	ENSG00000240857.2	18400000	18720000	3	20	2	0.497878125
chr2	18589563	18589564	NT5C1B-RDH14	.	-	ENSG00000250741.6	18400000	18720000	3	20	2	0.4076125
chr2	18589571	18589572	NT5C1B	.	-	ENSG00000185013.16	18400000	18720000	3	20	2	0.4075875
chr2	19358622	19358623	OSR1	.	-	ENSG00000143867.7	18720000	19360000	4	2	4	0.00215156249999998
chr2	19901982	19901983	TTC32	.	-	ENSG00000183891.6	18400000	19920000	13	20	15	0.0118532894736842
chr2	19990130	19990131	WDR35	.	-	ENSG00000118965.14	19960000	20360000	28	2	28	0.0753275
chr2	20012667	20012668	MATN3	.	-	ENSG00000132031.13	19960000	20360000	28	2	28	0.13167
chr2	20051627	20051628	LAPTM4A	.	-	ENSG00000068697.7	19960000	20360000	28	2	28	0.22907
chr2	20225432	20225433	SDC1	.	-	ENSG00000115884.11	19960000	20360000	28	2	28	0.3364175
chr2	20352233	20352234	PUM2	.	-	ENSG00000055917.15	19960000	20360000	28	2	28	0.019415
chr2	20447073	20447074	RHOB	.	+	ENSG00000143878.10	20360000	20640000	4	28	24	0.310975
chr2	20651129	20651130	HS1BP3	.	-	ENSG00000118960.13	20640000	21000000	17	24	16	0.0309166666666667
chr2	20667143	20667144	GDF7	.	+	ENSG00000143869.7	20360000	20680000	3	28	4	0.040178125
chr2	20823129	20823130	LDAH	.	-	ENSG00000118961.15	20680000	21000000	3	4	16	0.44728125
chr2	21044072	21044073	APOB	.	-	ENSG00000084674.15	21040000	21120000	7	8	3	0.0509125
chr2	21123916	21123917	TDRD15	.	+	ENSG00000218819.5	21120000	22320000	7	3	4	0.00326333333333334
chr2	23385178	23385179	KLHL29	.	+	ENSG00000119771.15	23360000	23800000	3	22	28	0.0572227272727273
chr2	23927122	23927123	ATAD2B	.	-	ENSG00000119778.15	23800000	24080000	13	28	4	0.454010714285714
chr2	23927284	23927285	UBXN2A	.	+	ENSG00000173960.14	23800000	24080000	13	28	4	0.454585714285714
chr2	24010080	24010081	MFSD2B	.	+	ENSG00000205639.11	23800000	24080000	13	28	4	0.249714285714286
chr2	24049574	24049575	WDCP	.	-	ENSG00000163026.12	23800000	24080000	13	28	4	0.108660714285714
chr2	24049700	24049701	FKBP1B	.	+	ENSG00000119782.14	23800000	24080000	13	28	4	0.108214285714286
chr2	24076372	24076373	SF3B6	.	-	ENSG00000115128.7	23800000	24080000	13	28	4	0.0129535714285715
chr2	24076525	24076526	FAM228B	.	+	ENSG00000219626.9	23800000	24080000	13	28	4	0.0124107142857143
chr2	24085860	24085861	TP53I3	.	-	ENSG00000115129.14	24080000	24200000	13	4	1	0.0488416666666667
chr2	24123463	24123464	PFN4	.	-	ENSG00000176732.7	24120000	24400000	4	3	7	0.0123714285714286
chr2	24124365	24124366	AC008073.3	.	+	ENSG00000276087.2	24120000	24400000	4	3	7	0.0155892857142857
chr2	24175052	24175053	FAM228A	.	+	ENSG00000186453.13	24080000	24200000	13	4	1	0.2079
chr2	24360713	24360714	ITSN2	.	-	ENSG00000198399.14	24360000	24960000	10	5	24	0.00119000000000002
chr2	24491913	24491914	NCOA1	.	+	ENSG00000084676.15	24400000	24840000	3	7	1	0.208893181818182
chr2	24793135	24793136	CENPO	.	+	ENSG00000138092.11	24400000	24840000	3	7	1	0.106511363636364
chr2	24793381	24793382	PTRHD1	.	-	ENSG00000184924.5	24400000	24840000	3	7	1	0.10595
chr2	24919838	24919839	ADCY3	.	-	ENSG00000138031.14	24400000	24920000	5	7	2	0.00030961538461538
chr2	24972093	24972094	DNAJC27	.	-	ENSG00000115137.12	24960000	25200000	3	24	8	0.0503916666666667
chr2	25042075	25042076	EFR3B	.	+	ENSG00000084710.14	24960000	25200000	3	24	8	0.341979166666667
chr2	25168902	25168903	POMC	.	-	ENSG00000115138.11	24960000	25200000	3	24	8	0.129570833333333
chr2	25342589	25342590	DNMT3A	.	-	ENSG00000119772.16	25240000	25600000	12	20	13	0.284972222222222
chr2	25673646	25673647	DTNB	.	-	ENSG00000138101.18	25240000	25720000	25	20	2	0.09656875
chr2	25878486	25878487	ASXL2	.	-	ENSG00000143970.17	25760000	25880000	15	3	18	0.0126083333333333
chr2	25982748	25982749	KIF3C	.	-	ENSG00000084731.15	25880000	26200000	3	18	7	0.321090625
chr2	26034083	26034084	RAB10	.	+	ENSG00000084733.11	25880000	26200000	3	18	7	0.481509375
chr2	26173087	26173088	GAREM2	.	+	ENSG00000157833.13	25880000	26200000	3	18	7	0.084103125
chr2	26243169	26243170	HADHB	.	+	ENSG00000138029.14	26200000	26360000	3	7	2	0.26980625
chr2	26244671	26244672	HADHA	.	-	ENSG00000084754.12	26200000	26360000	3	7	2	0.2792
chr2	26308546	26308547	SELENOI	.	+	ENSG00000138018.18	26200000	26360000	3	7	2	0.3215875
chr2	26346816	26346817	ADGRF3	.	-	ENSG00000173567.15	26200000	26360000	3	7	2	0.08239375
chr2	26401919	26401920	DRC1	.	+	ENSG00000157856.12	26400000	26480000	6	6	13	0.0239875
chr2	26558697	26558698	OTOF	.	-	ENSG00000115155.17	26480000	26560000	13	13	13	0.016275
chr2	26562584	26562585	FAM166C	.	+	ENSG00000173557.15	26560000	26760000	13	13	5	0.01292
chr2	26641365	26641366	CIB4	.	-	ENSG00000157884.11	26600000	26800000	16	6	12	0.20683
chr2	26692689	26692690	KCNK3	.	+	ENSG00000171303.7	26560000	26760000	13	13	5	0.336555
chr2	26764283	26764284	SLC35F6	.	+	ENSG00000213699.9	26760000	26840000	14	5	6	0.0535375
chr2	26764288	26764289	CENPA	.	+	ENSG00000115163.15	26760000	26840000	14	5	6	0.0536
chr2	26847746	26847747	DPYSL5	.	+	ENSG00000157851.17	26840000	26960000	14	6	22	0.06455
chr2	26970636	26970637	MAPRE3	.	+	ENSG00000084764.12	26960000	27040000	4	22	5	0.13295
chr2	27032909	27032910	TMEM214	.	+	ENSG00000119777.20	26960000	27040000	4	22	5	0.0886375
chr2	27042363	27042364	AGBL5	.	+	ENSG00000084693.16	27040000	27360000	22	5	18	0.007384375
chr2	27071653	27071654	OST4	.	-	ENSG00000228474.6	27040000	27360000	22	5	18	0.09891875
chr2	27078614	27078615	EMILIN1	.	+	ENSG00000138080.14	27040000	27360000	22	5	18	0.12066875
chr2	27086746	27086747	KHK	.	+	ENSG00000138030.13	27040000	27360000	22	5	18	0.14608125
chr2	27119127	27119128	CGREF1	.	-	ENSG00000138028.16	27040000	27360000	22	5	18	0.247275
chr2	27123788	27123789	ABHD1	.	+	ENSG00000143994.14	27040000	27360000	22	5	18	0.2618375
chr2	27134665	27134666	PREB	.	-	ENSG00000138073.14	27040000	27360000	22	5	18	0.29583125
chr2	27139409	27139410	PRR30	.	-	ENSG00000186143.11	27040000	27360000	22	5	18	0.31065625
chr2	27149003	27149004	TCF23	.	+	ENSG00000163792.6	27040000	27360000	22	5	18	0.340634375
chr2	27212026	27212027	ATRAID	.	+	ENSG00000138085.16	26960000	27320000	3	22	1	0.299927777777778
chr2	27212957	27212958	SLC5A6	.	-	ENSG00000138074.15	26960000	27320000	3	22	1	0.297338888888889
chr2	27217368	27217369	CAD	.	+	ENSG00000084774.14	26960000	27320000	3	22	1	0.285088888888889
chr2	27275432	27275433	DNAJC5G	.	+	ENSG00000163793.13	26960000	27320000	3	22	1	0.1238
chr2	27275816	27275817	SLC30A3	.	-	ENSG00000115194.11	26960000	27320000	3	22	1	0.122730555555556
chr2	27282391	27282392	TRIM54	.	+	ENSG00000138100.13	26960000	27320000	3	22	1	0.104469444444444
chr2	27308444	27308445	UCN	.	-	ENSG00000163794.6	26960000	27320000	3	22	1	0.0320972222222222
chr2	27325679	27325680	MPV17	.	-	ENSG00000115204.15	27320000	27680000	3	1	15	0.0157777777777778
chr2	27357033	27357034	GTF3C2	.	-	ENSG00000115207.13	27040000	27360000	22	5	18	0.00926874999999999
chr2	27370485	27370486	EIF2B4	.	-	ENSG00000115211.15	27360000	27640000	18	18	4	0.03745
chr2	27370495	27370496	SNX17	.	+	ENSG00000115234.11	27360000	27640000	18	18	4	0.0374821428571429
chr2	27380789	27380790	ZNF513	.	-	ENSG00000163795.14	26960000	27400000	11	22	7	0.0436590909090909
chr2	27409590	27409591	PPM1G	.	-	ENSG00000115241.11	27400000	27680000	8	7	15	0.0342535714285714
chr2	27427789	27427790	NRBP1	.	+	ENSG00000115216.14	27040000	27440000	4	5	2	0.0305275
chr2	27442365	27442366	KRTCAP3	.	+	ENSG00000157992.12	27440000	27680000	4	2	15	0.00985416666666666
chr2	27489788	27489789	IFT172	.	-	ENSG00000138002.15	27440000	27680000	4	2	15	0.207454166666667
chr2	27495199	27495200	FNDC4	.	-	ENSG00000115226.10	27440000	27680000	4	2	15	0.23
chr2	27496838	27496839	GCKR	.	+	ENSG00000084734.9	27440000	27680000	4	2	15	0.236825
chr2	27537385	27537386	C2orf16	.	+	ENSG00000221843.4	27440000	27680000	4	2	15	0.405770833333333
chr2	27582968	27582969	ZNF512	.	+	ENSG00000243943.10	27360000	27640000	18	18	4	0.203685714285714
chr2	27628246	27628247	GPN1	.	+	ENSG00000198522.14	27360000	27640000	18	18	4	0.0419785714285714
chr2	27629011	27629012	CCDC121	.	-	ENSG00000176714.9	27360000	27640000	18	18	4	0.0392428571428571
chr2	27663470	27663471	SLC4A1AP	.	+	ENSG00000163798.13	27440000	27680000	4	2	15	0.068875
chr2	27663839	27663840	SUPT7L	.	-	ENSG00000119760.16	27440000	27680000	4	2	15	0.0673333333333334
chr2	27771716	27771717	MRPL33	.	+	ENSG00000243147.8	27680000	28520000	4	15	14	0.109185714285714
chr2	27889940	27889941	BABAM2	.	+	ENSG00000158019.20	27680000	28520000	4	15	14	0.249928571428571
chr2	27890680	27890681	RBKS	.	-	ENSG00000171174.15	27680000	28520000	4	15	14	0.250810714285714
chr2	28392447	28392448	FOSL2	.	+	ENSG00000075426.12	27680000	28520000	4	15	14	0.15184880952381
chr2	28457144	28457145	PLB1	.	+	ENSG00000163803.13	27680000	28520000	4	15	14	0.0748285714285714
chr2	28751639	28751640	PPP1CB	.	+	ENSG00000213639.10	28560000	28920000	18	14	21	0.467669444444445
chr2	28782516	28782517	SPDYA	.	+	ENSG00000163806.16	28560000	28920000	18	14	21	0.3819
chr2	28870308	28870309	TRMT61B	.	-	ENSG00000171103.11	28560000	28920000	18	14	21	0.138030555555556
chr2	28894666	28894667	WDR43	.	+	ENSG00000163811.12	28560000	28920000	18	14	21	0.0703722222222222
chr2	28956610	28956611	TOGARAM2	.	+	ENSG00000189350.12	28560000	28960000	3	14	7	0.00847500000000001
chr2	29074522	29074523	PCARE	.	-	ENSG00000179270.7	28960000	29200000	11	7	14	0.477179166666667
chr2	29097704	29097705	CLIP4	.	+	ENSG00000115295.20	28960000	29200000	11	7	14	0.426233333333333
chr2	29921585	29921586	ALK	.	-	ENSG00000171094.18	29840000	30120000	3	3	12	0.291378571428571
chr2	30146940	30146941	YPEL5	.	+	ENSG00000119801.13	30120000	30720000	3	12	13	0.0449
chr2	30231533	30231534	LBH	.	+	ENSG00000213626.13	30120000	30720000	3	12	13	0.185888333333333
chr2	30447225	30447226	LCLAT1	.	+	ENSG00000172954.13	30120000	30720000	3	12	13	0.454625
chr2	30820541	30820542	CAPN13	.	-	ENSG00000162949.16	30720000	31120000	3	13	1	0.251355
chr2	31155201	31155202	GALNT14	.	-	ENSG00000158089.15	30720000	31160000	4	13	2	0.0109045454545454
chr2	31233857	31233858	CAPN14	.	-	ENSG00000214711.10	31160000	31360000	4	2	8	0.36929
chr2	31234151	31234152	EHD3	.	+	ENSG00000013016.16	31160000	31360000	4	2	8	0.370755
chr2	31414741	31414742	XDH	.	-	ENSG00000158125.10	31360000	32160000	3	8	11	0.0684275
chr2	31580937	31580938	SRD5A2	.	-	ENSG00000277893.2	31360000	32160000	3	8	11	0.2761725
chr2	32011229	32011230	MEMO1	.	-	ENSG00000162959.13	31880000	32240000	21	3	8	0.364527777777778
chr2	32039804	32039805	DPY30	.	-	ENSG00000162961.14	31360000	32160000	3	8	11	0.15024375
chr2	32063546	32063547	SPAST	.	+	ENSG00000021574.12	31360000	32160000	3	8	11	0.1205675
chr2	32165840	32165841	SLC30A6	.	+	ENSG00000152683.14	32160000	32280000	13	11	7	0.0486666666666667
chr2	32265731	32265732	NLRC4	.	-	ENSG00000091106.19	32160000	32280000	13	11	7	0.1189
chr2	32277903	32277904	YIPF4	.	+	ENSG00000119820.11	32160000	32280000	13	11	7	0.017475
chr2	32357027	32357028	BIRC6	.	+	ENSG00000115760.14	32240000	32360000	21	8	1	0.024775
chr2	32628031	32628032	TTC27	.	+	ENSG00000018699.13	32560000	33040000	5	6	2	0.14173125
chr2	32946952	32946953	LTBP1	.	+	ENSG00000049323.16	32560000	33040000	5	6	2	0.19385
chr2	33436323	33436324	RASGRP3	.	+	ENSG00000152689.18	33400000	33640000	4	1	22	0.151345833333333
chr2	33599381	33599382	FAM98A	.	-	ENSG00000119812.19	32520000	33600000	10	2	6	0.000572222222222196
